,thk_00,thk_01,thk_02,thk_03,rho0_00,rho0_01,rho0_02,rho0_03,rho0_04,max_pha_00,max_pha_01,max_pha_02,max_pha_03,max_pha_04,tau_phi_00,tau_phi_01,tau_phi_02,tau_phi_03,tau_phi_04,c_00,c_01,c_02,c_03,c_04
dB/dt tg01,8.066320457146005e-06,1.3402298808066823e-06,1.4725006542192932e-06,-1.714868193775991e-06,-1.0455835636167838e-07,-1.067514530454138e-09,-1.1856577499905277e-09,5.344576912964273e-09,-5.0910621109916706e-08,-0.0007850632957529121,6.24721232220504e-06,7.119410187198792e-06,-2.535803516532854e-05,0.00029655824283107094,-0.03639184863823857,8.268866549901304e-05,6.179410693576921e-05,-5.682523609430771,0.1529377273768472,-5.96211807846527e-06,-8.370482986983855e-07,-1.647457597989233e-06,-2.366136974848148e-05,-3.0193093458764233e-05
dB/dt tg02,3.996099565140512e-06,1.1323951654309472e-06,1.1968253600051364e-06,-1.1268879979836383e-06,-4.241605295338905e-08,-5.334971084323547e-10,-6.271724604519085e-10,4.938274038711526e-09,-3.39751220374027e-08,-0.0005321117306037827,2.989069198093873e-06,3.679122177570214e-06,2.3535380872614332e-05,0.00019189090385808683,-0.05881117073467648,6.834859890171584e-05,5.176640636937553e-05,-4.044815428687798,0.10190290498944614,-2.2998187272413754e-06,-2.5057858912548145e-07,-7.637183172756592e-07,-2.328010625538126e-05,-2.018447466916043e-05
dB/dt tg03,1.9308025523957687e-06,6.069018757995088e-07,6.428948793531075e-07,-7.457053932947688e-07,-1.5498957469641568e-08,-3.002586281262681e-10,-3.498365799840811e-10,3.074139947185647e-09,-2.3773866118102047e-08,-0.0003842610463713585,1.590733125125787e-06,2.00307900343813e-06,-3.5042389599490346e-06,0.00013065657041681756,-0.059536811357580925,5.827049531329727e-05,4.436314885686984e-05,-2.318436547640635,0.07117119718779608,-7.164859284959037e-07,-2.3341963172379056e-08,-3.4228921858101664e-07,-9.956497685845663e-06,-1.4143071960456542e-05
dB/dt tg04,7.519081467831316e-07,2.2703913594834498e-07,2.4579780523039007e-07,-4.464612428826118e-07,-2.259712168615451e-09,-1.589416593024144e-10,-1.7651221023204558e-10,1.5329801593581752e-09,-1.5397544963015048e-08,-0.00026019617235728017,7.632818414539044e-07,9.67646141605077e-07,-2.207804050444513e-05,8.193874951175499e-05,-0.05085919061633147,4.8318017947545e-05,3.680621458666911e-05,-1.0758291808296219,0.04594232751990402,7.682233246905589e-08,8.628264994304374e-08,-9.847333695791101e-08,-6.417049629018409e-07,-9.172311194549121e-06
dB/dt tg05,3.9532404205591574e-07,2.77964490946245e-07,2.85307847974797e-07,-2.708224831921449e-07,1.2728532874451439e-09,-7.336408353465675e-11,-9.261822645733041e-11,1.4330110972151858e-09,-9.406027274491008e-09,-0.0001641909515777275,2.7328346744977566e-07,4.6314693715470487e-07,5.063393256435053e-06,4.832366923152564e-05,-0.03906728990542465,3.9257524671604306e-05,2.9784841386345854e-05,-0.8995080775329097,0.02791054302720026,3.0921550262189593e-07,1.3192628257625796e-07,-1.535972390351203e-09,-4.502638006382545e-06,-5.6095349263167e-06
dB/dt tg06,2.0862507307595533e-07,2.2049079688261102e-07,2.234608099757584e-07,-1.7544536170267263e-07,2.295757616380025e-09,-3.806079919360491e-11,-5.2726246173053266e-11,1.0824005000080924e-09,-6.220765384294992e-09,-0.0001127309952555704,8.335167111400344e-08,2.3285688432936893e-07,8.169764273654298e-06,3.0978069008986406e-05,-0.030406440770087254,3.322887056675577e-05,2.5055412626548154e-05,-0.6481032291490796,0.01835690115916562,3.581897314566423e-07,1.3504762061187985e-07,3.614164746587194e-08,-3.936308189022038e-06,-3.7124357617739885e-06
dB/dt tg07,6.52438892741001e-08,1.1351778916848246e-07,1.14873334186946e-07,-1.1569381918586567e-07,2.8243715356033742e-09,-2.2247974171689932e-11,-2.919325886685143e-11,6.283031359997074e-10,-4.360320465161835e-09,-8.279034485049209e-05,6.9410792618662404e-09,1.0342565461187728e-07,3.346277420533222e-07,2.1085128879874955e-05,-0.024252834918931362,2.8961239647845472e-05,2.1686303396957326e-05,-0.35538380933810887,0.01279897425775988,3.6500865880560516e-07,1.2589014398865782e-07,5.5100854812436646e-08,-1.2862743002840917e-06,-2.603173322193402e-06
dB/dt tg08,-1.30560817257221e-08,4.771255392235249e-08,4.7941515457777005e-08,-7.00546085246268e-08,2.7089229536565712e-09,-1.092208564434238e-11,-1.3334444760836909e-11,3.225162622868623e-10,-2.826210285136932e-09,-5.6835762402324094e-05,-4.176979269907503e-08,1.979724549957139e-08,-3.3525401839711396e-06,1.315690299432161e-05,-0.018185643239217435,2.4608401093089628e-05,1.8238901330809668e-05,-0.16487553373596597,0.008233084876591353,3.292099839006041e-07,1.1108053352859516e-07,6.119082894453435e-08,1.4882870625010618e-07,-1.6875932741974645e-06
dB/dt tg09,-1.6296786533816173e-08,4.003391483950832e-08,3.950650394300327e-08,-4.220123655736955e-08,1.990077217178892e-09,-3.896762943248721e-12,-6.1260250979664705e-12,2.336447830632208e-10,-1.72452457590874e-09,-3.66578139734311e-05,-6.5884573148269e-08,-1.3908900114128048e-08,-7.566175788515505e-07,7.68600908324384e-06,-0.012845270937116359,2.0512301164107097e-05,1.4990255119424373e-05,-0.11763681161838899,0.0049714592936933285,2.5787754656454727e-07,9.335098805963763e-08,5.4567632927491394e-08,-1.7187318361416892e-07,-1.029409061589978e-06
dB/dt tg10,-1.4359167323330805e-09,4.5369623576974125e-08,4.4534894763737045e-08,-2.9119298058141053e-08,1.377638979532419e-09,-9.107240019296121e-13,-3.819865089638215e-12,2.194957843110589e-10,-1.1477182813947684e-09,-2.5393891940453908e-05,-7.128844643303528e-08,-2.116711428914713e-08,1.94078055126445e-06,4.9341699259790254e-06,-0.009526893044619771,1.7699362594979366e-05,1.276163940260746e-05,-0.11658440460869422,0.0032754448409483337,1.9980901905987816e-07,7.942611436915226e-08,4.605673894982076e-08,-6.929436016395916e-07,-6.845928869842323e-07
