X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
0.000,0.000,0.000,1.871,100.000,0.0,1.0e-06,0.162
0.000,0.000,0.000,4.513,2314.165,0.1,5.9e-04,0.857
0.000,0.000,0.000,4.016,2145.174,0.2,5.5e-04,0.823
0.000,0.000,0.000,7.483,1385.533,0.5,1.0e-06,0.223
0.000,0.000,0.000,0.000,460.155,0.0,1.0e-06,0.099
