time(s),signal_pred(V/m2),signal_obs(V/m2),err_obs(V/m2),err_scl(V/m2),rhoa_pred(V/m2),rhoa_obs(V/m2)
5.070000e-06,9.598697536e-06,4.891466667e-04,5.628133333e-07,8.315493333e-05,8.574125778e+02,6.246000000e+01
6.070000e-06,4.807352712e-06,1.856400000e-04,3.107866667e-07,3.155880000e-05,1.007146954e+03,8.816000000e+01
7.080000e-06,2.664852346e-06,7.028666667e-05,1.672146667e-07,1.194873333e-05,1.154800927e+03,1.304000000e+02
8.520000e-06,1.338859574e-06,1.731773333e-05,6.888266667e-08,2.944014667e-06,1.342111641e+03,2.436900000e+02
1.053000e-05,5.438075719e-07,8.928400000e-07,3.305466667e-08,1.517828000e-07,1.719229553e+03,1.235350000e+03
1.255000e-05,2.230666240e-07,-6.619600000e-07,3.310666667e-08,1.125332000e-07,2.324424160e+03,-1.126120000e+03
1.456000e-05,8.602858484e-08,-3.477066667e-07,3.849733333e-08,5.911013333e-08,3.424894326e+03,-1.350590000e+03
1.744000e-05,-2.326250677e-09,-5.335200000e-09,1.955200000e-08,9.069840000e-10,-2.814035105e+04,-1.618188000e+04
2.146000e-05,-4.531734512e-08,1.858133333e-07,2.086933333e-08,3.158826667e-08,-2.750756522e+03,1.073260000e+03
2.549000e-05,-5.546063078e-08,2.858266667e-07,1.995066667e-08,4.859053333e-08,-1.804700165e+03,6.048300000e+02
2.950000e-05,-5.473476372e-08,2.823600000e-07,2.021066667e-08,4.800120000e-08,-1.427137425e+03,4.780000000e+02
3.528000e-05,-4.854007150e-08,2.057466667e-07,1.649786667e-08,3.497693333e-08,-1.147440263e+03,4.380800000e+02
4.330000e-05,-3.994808558e-08,1.570746667e-07,1.712706667e-08,2.670269333e-08,-9.286830347e+02,3.727700000e+02
5.140000e-05,-3.291787988e-08,1.671800000e-07,1.761066667e-08,2.842060000e-08,-7.939348841e+02,2.687000000e+02
5.941000e-05,-2.742931265e-08,1.290466667e-07,1.542840000e-08,2.193793333e-08,-7.043179927e+02,2.508700000e+02
7.095000e-05,-2.125165635e-08,7.630133333e-08,1.276600000e-08,1.297122667e-08,-6.211008604e+02,2.648500000e+02
8.707000e-05,-1.588965583e-08,2.535866667e-08,1.277466667e-08,1.277466667e-08,-5.359867896e+02,3.924400000e+02
