X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
0.000,0.000,0.000,1.402,100.000,0.0,1.0e-06,0.627
0.000,0.000,0.000,5.140,3035.738,0.1,6.6e-04,0.914
0.000,0.000,0.000,7.511,3046.702,0.1,6.1e-04,0.887
0.000,0.000,0.000,0.000,2265.332,0.0,1.0e-06,0.121
