,thk_00,thk_01,thk_02,rho0_00,rho0_01,rho0_02,rho0_03,max_pha_00,max_pha_01,max_pha_02,max_pha_03,tau_phi_00,tau_phi_01,tau_phi_02,tau_phi_03,c_00,c_01,c_02,c_03
dB/dt tg01,1.6721122876194335e-06,-2.079590009163985e-08,-1.2665908266492362e-08,-9.606660272664203e-09,-3.134906114907019e-10,-4.45740406821548e-10,-2.2529309263856523e-09,-0.0007954123736989597,2.122480169228572e-06,3.2839131590499788e-06,4.6971995007676934e-05,-2.5609623280558744,8.635875808420855e-06,7.28033883285229e-06,0.03486151123130985,9.166094406479665e-07,-1.0813635830744847e-07,-3.298523204610979e-07,-4.87417593323375e-06
dB/dt tg02,3.7233168014347923e-07,-1.1249581944335515e-08,-7.472614309204358e-09,4.6506923405632425e-09,-1.5151880843403518e-10,-2.2449400641264602e-10,-1.3730077263893413e-09,-0.0004823850674222135,9.898282987540651e-07,1.632922987573839e-06,2.6987009337129625e-05,-1.8912514968118093,7.267214786266798e-06,6.2927888683968264e-06,0.02104379224485963,2.5814061233323307e-06,-2.5190728530945877e-08,-1.4678286114668572e-07,-2.9729914763182618e-06
dB/dt tg03,-1.5157557824905747e-08,-3.8015286821931715e-09,-1.8823325138820077e-09,7.32893291124495e-09,-8.402927007757462e-11,-1.2647336211529718e-10,-8.989318187506347e-10,-0.00031450808763520613,5.224879251534993e-07,9.0324241072285e-07,1.666776622463697e-05,-1.3986204832278173,6.293421581158286e-06,5.521013309971733e-06,0.013646358311056707,2.920608016088049e-06,5.02498458284342e-09,-6.872065540625356e-08,-1.946964425659225e-06
dB/dt tg04,-1.1664485190961046e-07,4.172952332071416e-10,1.2655317902383045e-09,6.242820382897739e-09,-4.4421230247163033e-11,-6.66081682972174e-11,-5.453073947272471e-10,-0.0001893458704394699,2.5340663552170306e-07,4.6068891280938027e-07,9.38482820514627e-06,-0.9329155093142866,5.321326885925238e-06,4.701545756529426e-06,0.008166376457519046,2.6626071853078053e-06,1.8500386588494928e-08,-2.4194377015461964e-08,-1.1806911952189734e-06
dB/dt tg05,-1.3609537748181632e-07,-3.2687880045250635e-10,-7.643744299896057e-11,4.627767628149336e-09,-1.955316075662859e-11,-3.10032368529445e-11,-3.092027704672837e-10,-0.00010551878347567135,8.867947791005848e-08,2.011376206768919e-07,4.845726026957147e-06,-0.5704645226958065,4.426792842302586e-06,3.916467797157283e-06,0.004536951642327647,2.0792597298261714e-06,2.404475042369607e-08,-3.2213342420264453e-10,-6.68958647029574e-07
dB/dt tg06,-1.1221668136095479e-07,-2.0291057157246324e-10,-1.726562358954352e-10,3.31685507271856e-09,-9.89788375029133e-12,-1.6453247692548026e-11,-1.93280548240422e-10,-6.496454881631448e-05,2.7849949652117625e-08,9.683842117792234e-08,2.7589555649001664e-06,-0.3719816142828666,3.825598372551215e-06,3.374325164526879e-06,0.0027790450125174124,1.580454374815855e-06,2.3629221863874054e-08,7.599701103824285e-09,-4.1754378359573074e-07
dB/dt tg07,-8.288842014877206e-08,4.521922864914637e-10,3.9917383422629594e-10,2.3610757740521256e-09,-6.062293876470287e-12,-9.94279297574158e-12,-1.3000427641520946e-10,-4.325273947899494e-05,5.955427988902115e-09,5.1256716878317873e-08,1.6864018508197792e-06,-0.256000002214362,3.396723114341631e-06,2.98151309610917e-06,0.001833575465023019,1.209584819314033e-06,2.1568702142447017e-08,9.93653114449278e-09,-2.8025359217046045e-07
dB/dt tg08,-5.6034163329290285e-08,6.989895523652943e-10,5.989840885273422e-10,1.5432798101360007e-09,-3.2741708123254298e-12,-5.316371278168369e-12,-8.024881719313068e-11,-2.6338647651615657e-05,-8.343419772233806e-09,2.0020793651710575e-08,9.036451517791597e-07,-0.16098124922254892,2.9562591178867383e-06,2.57428818094736e-06,0.0011006454341645601,8.497800698113449e-07,1.884093416259136e-08,1.059967981831159e-08,-1.7238887732104142e-07
dB/dt tg09,-3.601436418728113e-08,4.234135047421179e-10,3.076299962233417e-10,9.47603978416457e-10,-1.3819363823389788e-12,-2.477808771314442e-12,-4.6402037950777205e-11,-1.4924740900530715e-05,-1.6549180338833722e-08,2.155085130436851e-09,4.2979507419347696e-07,-0.09366015487226319,2.5384416873548164e-06,2.185240559844178e-06,0.0006120487838971033,5.498235839811318e-07,1.5901542829758126e-08,9.956931610566388e-09,-9.915632045110472e-08
dB/dt tg10,-2.4701043112906604e-08,1.5253131654911966e-10,3.932477799580071e-11,6.272805308732852e-10,-5.26766581643695e-13,-1.2595135235662126e-12,-2.963047080335022e-11,-9.34214243880122e-06,-1.9047566306190926e-08,-4.6163739387474046e-09,2.252522909985859e-07,-0.05940472244545776,2.24914520542481e-06,1.9148528443725646e-06,0.00037605347781738294,3.7642514161298334e-07,1.3670716967362143e-08,8.929752159410466e-09,-6.296638101368633e-08
