X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
0.000,0.000,0.000,1.272,100.000,0.0,1.0e-06,0.510
0.000,0.000,0.000,5.402,2978.046,0.1,6.6e-04,0.909
0.000,0.000,0.000,7.787,2895.039,0.1,6.1e-04,0.880
0.000,0.000,0.000,0.000,1639.439,0.0,1.0e-06,0.116
