,thk_00,thk_01,thk_02,rho0_00,rho0_01,rho0_02,rho0_03,max_pha_00,max_pha_01,max_pha_02,max_pha_03,tau_phi_00,tau_phi_01,tau_phi_02,tau_phi_03,c_00,c_01,c_02,c_03
dB/dt tg01,3.898977379311357e-07,-2.9744497755862792e-08,-2.0553830508352877e-08,6.118807863337704e-09,-2.697552664837521e-10,-3.93256085998295e-10,-2.488198944354706e-09,-0.0006525107837420934,1.8273091815461264e-06,2.932841017870567e-06,4.615478196739653e-05,-2.1452378050624685,1.2144390779911478e-05,9.57640670006944e-06,0.035379132370061586,9.265564344810361e-07,-7.36499014357875e-08,-3.0654119231780986e-07,-4.834704747839405e-06
dB/dt tg02,-2.2207605710505123e-07,-1.8058113229222926e-08,-1.6172895219199982e-08,9.72353560594642e-09,-1.3167763567640083e-10,-1.9586564040933874e-10,-1.5260081005015802e-09,-0.00039611745236137457,8.471785795065686e-07,1.4378501385196918e-06,2.6736318113897125e-05,-1.576290699100206,1.0156941012856168e-05,8.15916691312229e-06,0.02146918513947582,2.2228102819106274e-06,-7.262345013659023e-10,-1.2889123105726078e-07,-2.9679310901885397e-06
dB/dt tg03,-3.515660261285276e-07,-6.710721308096987e-09,-4.662904822758793e-09,9.105463494715494e-09,-7.462381526993359e-11,-1.1400451039959635e-10,-9.988706903151563e-10,-0.00025861342851670876,4.480071731841595e-07,8.174274467371113e-07,1.6434123619617566e-05,-1.163219723516481,8.760864177072591e-06,7.098141571799461e-06,0.01391664446055597,2.468019849521794e-06,2.3574307056128673e-08,-5.91488468396073e-08,-1.9429922451621374e-06
dB/dt tg04,-3.0711638256769807e-07,7.309942137693052e-11,2.402163959147496e-09,6.785238907026717e-09,-4.046514379548236e-11,-6.349220468747043e-11,-6.054177476021592e-10,-0.00015595092419485663,2.1544062072244631e-07,4.381385749161097e-07,9.166333585980087e-06,-0.7752453166662373,7.379497701849502e-06,6.001402484615121e-06,0.008319900899078156,2.232080327922377e-06,3.265358546116729e-08,-1.9885610585352688e-08,-1.1770319418194892e-06
dB/dt tg05,-2.1640384777897802e-07,-1.3759807899212872e-09,-1.4853195187210517e-09,4.376513500253919e-09,-1.762065987593232e-11,-2.79336199894096e-11,-3.4817522959822993e-10,-8.697060816900318e-05,6.473592264648727e-08,1.770524774797414e-07,4.837731885504406e-06,-0.4737739634323024,6.115569679840166e-06,4.968167364405693e-06,0.004681002011868278,1.7344166086692712e-06,3.54415145335677e-08,5.502236958790651e-09,-6.764212640426268e-07
dB/dt tg06,-1.5265875491528866e-07,-1.0647048663851054e-09,-1.6053742949286633e-09,2.956193866544406e-09,-8.82418585698047e-12,-1.4273027925725211e-11,-2.1956770947160941e-10,-5.3577897132010674e-05,1.0701400655619156e-08,7.860269950164933e-08,2.789837473484541e-06,-0.3088605756232754,5.269517192704494e-06,4.262495813694477e-06,0.002890210329850558,1.315707329980405e-06,3.307210312500457e-08,1.2827138584555467e-08,-4.259149017783112e-07
dB/dt tg07,-1.1131916588161943e-07,2.1636647236005513e-10,1.2582434785830387e-10,2.1088818881226745e-09,-5.511285027533471e-12,-9.292896897446354e-12,-1.474855351010405e-10,-3.5706823391835786e-05,-6.591542877782678e-09,4.392015374292244e-08,1.682762652670335e-06,-0.21255859025814813,4.667447776552358e-06,3.7544714363605277e-06,0.0019037438875994484,1.006355141230622e-06,2.9497111039065575e-08,1.3567691307026777e-08,-2.8539893398482027e-07
dB/dt tg08,-7.439597963445371e-08,7.91509160305241e-10,8.97168848520495e-10,1.3816644346003332e-09,-3.0286267162148373e-12,-5.452596460849469e-12,-9.096199562400874e-11,-2.1766206210114174e-05,-1.7647646945024498e-08,1.8444121441399975e-08,8.841076004005791e-07,-0.1336581745599035,4.0501324327215834e-06,3.2300053311103302e-06,0.001140930951323076,7.066361505718259e-07,2.53216832438538e-08,1.3165245118776892e-08,-1.7533136949835373e-07
dB/dt tg09,-4.4890822677046495e-08,4.3271256499576364e-10,3.4524369813568563e-10,8.231099151417995e-10,-1.2040441234737635e-12,-2.4337003625415216e-12,-5.310611374667718e-11,-1.233672706264221e-05,-2.4252811648230706e-08,-4.3894077005651795e-10,4.249516205860747e-07,-0.07775374206435677,3.4654858470364573e-06,2.7307905300202593e-06,0.0006399239376244944,4.568454557621196e-07,2.1144822675589645e-08,1.2267562676842527e-08,-1.0180771574422935e-07
dB/dt tg10,-2.8414097411476284e-08,3.48173233519815e-11,-2.271542209376086e-10,5.205348215396406e-10,-3.3916013011006804e-13,-9.259461531151332e-13,-3.445318938483186e-11,-7.717844538185002e-06,-2.5993920725876794e-08,-9.024602841864935e-09,2.343236929861432e-07,-0.04931222948936871,3.0612206796758397e-06,2.384790830896793e-06,0.0003994575294941364,3.1252032218115557e-07,1.8092546276924964e-08,1.1169627564545711e-08,-6.569706033508854e-08
dB/dt tg11,-1.9559262456937364e-08,5.6744436087923565e-11,-1.6289035468083474e-10,3.5839246392510103e-10,-5.65874388325552e-14,-4.473711089112879e-13,-2.356083436460986e-11,-5.185220615266726e-06,-2.481688452777988e-08,-1.0773486130779324e-08,1.2640605542443414e-07,-0.03337565514855279,2.7644622736542713e-06,2.130771899405013e-06,0.0002628549216479593,2.242072649372554e-07,1.5686763006736556e-08,9.828847232194717e-09,-4.464333949266157e-08
dB/dt tg12,-1.287061429319007e-08,2.6907003734834677e-10,1.9578699631923953e-10,2.3559637349456936e-10,1.2771147892022285e-14,-3.483454738707966e-13,-1.4463238448963408e-11,-3.195925678700868e-06,-2.198178352555684e-08,-9.669114141912335e-09,3.979287161960411e-08,-0.020680476020343636,2.448811211711638e-06,1.8609501332541553e-06,0.00015211447143189394,1.480689174915764e-07,1.3058087350546974e-08,8.085021844867505e-09,-2.710169965394074e-08
