,thk_00,thk_01,thk_02,rho0_00,rho0_01,rho0_02,rho0_03,max_pha_00,max_pha_01,max_pha_02,max_pha_03,tau_phi_00,tau_phi_01,tau_phi_02,tau_phi_03,c_00,c_01,c_02,c_03
dB/dt tg01,6.03480003831599e-07,-1.1137099715301138e-07,-9.315906997255954e-08,1.1552560741956196e-09,-3.435852452852304e-10,-5.272677853002123e-10,-5.218123740371654e-09,-0.0006286499327990739,2.2713990365757692e-06,3.7674516448726712e-06,7.303032121605202e-05,-1.0293352920877876,1.849077106346108e-05,1.4121364610328231e-05,0.05106761168545602,-5.2342812255880144e-08,-1.0998727794098862e-07,-4.717891176522989e-07,-7.611952868395377e-06
dB/dt tg02,-1.7992333592566618e-07,-7.522450206305524e-08,-6.671705139041114e-08,7.78563440064811e-09,-1.6933444048262652e-10,-2.7893799040460243e-10,-3.2430639348938765e-09,-0.00039834595822350264,1.063658273066861e-06,1.9640732193776343e-06,4.321358197887858e-05,-0.7916164124577781,1.5426485932502327e-05,1.2047834316001379e-05,0.03148943725009024,9.24910818292944e-07,-4.521450536446981e-09,-2.1889783375493583e-07,-4.735958079784679e-06
dB/dt tg03,-3.7965358411984735e-07,-3.288669011890644e-08,-2.8072985755803278e-08,8.670506125176685e-09,-9.906095298200264e-11,-1.6035756312698833e-10,-2.161596791915604e-09,-0.00027073644524994617,5.826910355274585e-07,1.105402743752815e-06,2.7461166675549085e-05,-0.6122408267648669,1.327814027564817e-05,1.0487453935809787e-05,0.020829212333551377,1.2408887183478197e-06,2.9379430192713564e-08,-1.0275144747190245e-07,-3.157852639338659e-06
dB/dt tg04,-3.713178504503089e-07,-5.804845468098267e-09,-3.2137545513772803e-09,7.264124027545371e-09,-5.5874126728540934e-11,-8.477825054353353e-11,-1.338279112686611e-09,-0.00017155348877714494,2.950866346917636e-07,5.625470273241872e-07,1.6014703372072865e-05,-0.4358643645949778,1.1155041182982867e-05,8.867285489280077e-06,0.012757603754250406,1.2704196635832396e-06,4.265027878587825e-08,-3.383688008247752e-08,-1.9548557413711575e-06
dB/dt tg05,-2.9231820753636606e-07,-1.0244476696701717e-08,-9.431509968690359e-09,5.188822218643409e-09,-2.3875918204526344e-11,-4.23918424528597e-11,-7.751588946068813e-10,-0.00010159158827140478,8.837648691083359e-08,2.6374038547508635e-07,8.627009517634253e-06,-0.28896877825706724,9.21371588515274e-06,7.3339608948064976e-06,0.0072683625045458335,1.1035723436677617e-06,4.914120772446645e-08,-2.2408298780223371e-10,-1.132066140726101e-06
dB/dt tg06,-2.2107367129318686e-07,-7.922891375367502e-09,-7.718256345161718e-09,3.765743799660482e-09,-1.180966823837901e-11,-2.3641844791980875e-11,-4.93105930499731e-10,-6.586366522503149e-05,1.5523015559565272e-08,1.3385082315088335e-07,5.11666763514208e-06,-0.20235712324945498,7.914907703673885e-06,6.282729381348509e-06,0.004549951894332792,9.120883240458418e-07,4.649520343584936e-08,1.1883392063299621e-08,-7.195056458106819e-07
dB/dt tg07,-1.680852703141171e-07,-2.0675423947734622e-09,-2.0048751408902334e-09,2.830388616029167e-09,-7.722771757862249e-12,-1.4018971628358662e-11,-3.3671186101605777e-10,-4.578227211276681e-05,-5.017607930045322e-09,6.837236630907239e-08,3.2595292646140868e-06,-0.14823950719963996,6.991039178327981e-06,5.52395807777302e-06,0.0030613240547231924,7.491677434371788e-07,4.1297337571092695e-08,1.6551140438768042e-08,-4.905238579926172e-07
dB/dt tg08,-1.17814539278467e-07,9.707045708806172e-10,9.25900005049219e-10,1.9643878697938433e-09,-4.4828131789365935e-12,-7.259217961867016e-12,-2.1160633238196275e-10,-2.938500885518996e-05,-1.910886592642254e-08,2.413028197131994e-08,1.8576014119301865e-06,-0.10065286331644376,6.044186669903495e-06,4.739103162284061e-06,0.0018835956971641843,5.725250389445501e-07,3.5388279777956794e-08,1.804673734834355e-08,-3.074652913070132e-07
dB/dt tg09,-7.602852300903398e-08,2.224185333295643e-10,7.204708408887827e-11,1.2500411885299707e-09,-1.7610261781588473e-12,-3.5116796189321044e-12,-1.2455114447973344e-10,-1.7648374215680756e-05,-2.9715117113544193e-08,1.8279903015617655e-09,9.630960931267577e-07,-0.06386321157394541,5.148012118383021e-06,3.990847773868608e-06,0.0010763350584920858,4.069233578667062e-07,2.9716836770850574e-08,1.6703304893603565e-08,-1.802993386085063e-07
dB/dt tg10,-5.163979789366085e-08,-9.373551829994566e-10,-1.1369302870780767e-09,8.391893008248117e-10,-3.7389793910785117e-13,-2.0092699154859317e-12,-8.050805217771382e-11,-1.1564297667538326e-05,-3.357421480503278e-08,-5.638522243647561e-09,5.523736758084624e-07,-0.04346655425036669,4.528839323110859e-06,3.471786733934028e-06,0.00067572008029542,3.003681244404831e-07,2.556835465282483e-08,1.4710012637136167e-08,-1.1609487033367394e-07
dB/dt tg11,-3.710189838577863e-08,-6.015046910224166e-10,-7.916798430572298e-10,6.024240549289202e-10,5.490475707476904e-15,-1.1233166783481339e-12,-5.543213598761788e-11,-8.073833575055314e-06,-3.209106026900363e-08,-9.648162696210929e-09,3.3353468255070185e-07,-0.03120197920807547,4.074718793534658e-06,3.090615750945631e-06,0.0004524318598021401,2.2952479919478822e-07,2.2142125022359212e-08,1.3107143551793119e-08,-7.957817842382423e-08
dB/dt tg12,-2.4851335818137814e-08,4.5292208369988214e-10,3.0119799958859075e-10,4.0845823787742055e-10,-4.2183440748397404e-15,-3.71311482106439e-13,-3.498746735437098e-11,-5.206311509556943e-06,-2.7755475001705122e-08,-1.2617269311478739e-08,1.6834580293297014e-07,-0.02070883165277803,3.5922259341722085e-06,2.685845573672984e-06,0.0002747407826190561,1.632353982359378e-07,1.831013101771903e-08,1.1305076295274579e-08,-4.9859566250957795e-08
dB/dt tg13,-1.5350473035539908e-08,3.861725766988738e-10,2.515716818299191e-10,2.543461008986606e-10,1.7716502667530713e-13,-3.120681714034626e-14,-2.0711131410317165e-11,-3.1432763438000335e-06,-2.4850458226964445e-08,-1.2626774744719826e-08,7.07552510417557e-08,-0.012867373023308214,3.12035271531915e-06,2.2911409478112475e-06,0.00015405938051063047,1.0891397589855666e-07,1.4863803443255205e-08,9.232681182860002e-09,-2.9225238967182697e-08
dB/dt tg14,-1.005592114853616e-08,1.1846860247876988e-11,-1.1580685653120392e-10,1.6702587037449294e-10,3.39246691943105e-13,5.521641703575309e-14,-1.3423201005485238e-11,-2.06027471014994e-06,-2.3011872507369238e-08,-1.149736460637186e-08,3.0680730159896926e-08,-0.008609224538976001,2.7784202102769973e-06,2.006599765932311e-06,9.458661040852674e-05,7.685766665811655e-08,1.2514155729564135e-08,7.65495284924301e-09,-1.8764785406000895e-08
dB/dt tg15,-7.0070322168784804e-09,-5.711201607611661e-11,-1.731579423846246e-10,1.1754590999205889e-10,3.673806974354082e-13,1.0771462495487065e-13,-9.282049962875415e-12,-1.4407390316687584e-06,-2.103989327683076e-08,-1.0603183867247224e-08,1.1259368854667685e-08,-0.006113303279951065,2.520207341769743e-06,1.7930774185506939e-06,6.200005179695659e-05,5.6927740269181606e-08,1.0753877579592796e-08,6.5195229799254465e-09,-1.2850040105119577e-08
dB/dt tg16,-4.4135059609030705e-09,4.375195793311792e-11,-5.293287121728902e-11,7.613286347386934e-11,3.205291771945352e-13,1.5863232504783969e-13,-5.748482215721758e-12,-9.095838057590628e-07,-1.8291885771401987e-08,-9.55807570150538e-09,-2.2510791566728372e-09,-0.003922656934685104,2.2212971709077317e-06,1.548057717234516e-06,3.539000040425916e-05,3.841772546698861e-08,8.766457716807196e-09,5.282932987361225e-09,-7.833651182547729e-09
dB/dt tg17,-2.671922284199977e-09,1.4826447215073344e-10,7.080504395012363e-11,4.830071796962679e-11,2.5734528706945634e-13,1.819875036152951e-13,-3.4101598565486524e-12,-5.534905503478706e-07,-1.5604898699935896e-08,-8.423166338259863e-09,-8.208825555193133e-09,-0.002420687751687781,1.933068791221536e-06,1.3149305035600164e-06,1.8790811636262686e-05,2.4935520104789432e-08,6.968846868721526e-09,4.165848736129661e-09,-4.54740559313048e-09
