,thk_00,thk_01,thk_02,rho0_00,rho0_01,rho0_02,rho0_03,max_pha_00,max_pha_01,max_pha_02,max_pha_03,tau_phi_00,tau_phi_01,tau_phi_02,tau_phi_03,c_00,c_01,c_02,c_03
dB/dt tg01,4.870778180058962e-07,-6.931778639390107e-08,-5.429929770335026e-08,3.5122600381179294e-09,-3.135316675897572e-10,-4.778293916741148e-10,-3.817947022732363e-09,-0.0006352400127686329,2.0816686512333692e-06,3.459379738046229e-06,6.047921251593408e-05,-1.7003532881261048,1.7079905701991605e-05,1.3230823821092155e-05,0.043763971237225405,5.321285569361368e-07,-9.031455669536263e-08,-4.084466624373887e-07,-6.323325971453001e-06
dB/dt tg02,-1.8847575552422375e-07,-4.604033541545309e-08,-4.1050340488229086e-08,8.387362526744168e-09,-1.5380290178990684e-10,-2.4591202264171594e-10,-2.3590805019801255e-09,-0.00039182950088318877,9.665689558909939e-07,1.7523091645829572e-06,3.5477232515998994e-05,-1.2693282413962066,1.4240164694419641e-05,1.1252010222247013e-05,0.026800972094582192,1.7057560968172174e-06,1.939049555852699e-09,-1.8031923495431358e-07,-3.911192378565251e-06
dB/dt tg03,-3.466053922281691e-07,-1.9159218366864637e-08,-1.5466916449173434e-08,8.477507418975857e-09,-8.875524684463898e-11,-1.4230680311861118e-10,-1.5603358896904067e-09,-0.00025966416344480576,5.191286588435788e-07,9.907106899316475e-07,2.2246586631851508e-05,-0.9525820624188409,1.225122701928078e-05,9.7738374509499e-06,0.017578724014516416,1.9878359026410496e-06,3.158975128213992e-08,-8.317420384944045e-08,-2.5876580598340312e-06
dB/dt tg04,-3.1932248605994907e-07,-2.2678547571289755e-09,7.921878116172598e-10,6.648168818214379e-09,-4.923079419101039e-11,-7.715547345565699e-11,-9.574498606130616e-10,-0.00015946745363868724,2.550824394597869e-07,5.161274814809269e-07,1.2749865415394748e-05,-0.6503143309962877,1.0287586917795775e-05,8.247676952299388e-06,0.010660082759055807,1.8669339777820325e-06,4.2484032865214154e-08,-2.695398821086771e-08,-1.5873850710688246e-06
dB/dt tg05,-2.3628099457021983e-07,-5.6063802090020605e-09,-5.3432616973277775e-09,4.470535973973754e-09,-2.112981038191256e-11,-3.634320379822742e-11,-5.527752483541721e-10,-9.08974120122224e-05,7.324275751781622e-08,2.2511504432447192e-07,6.81423474349766e-06,-0.4093573371560403,8.493946420035838e-06,6.810369178185997e-06,0.006041176100226116,1.5052062575298868e-06,4.662840693864608e-08,4.36516614368173e-09,-9.161215237222443e-07
dB/dt tg06,-1.7163432594878254e-07,-4.4009298482674305e-09,-4.752400557820329e-09,3.1086810943315877e-09,-1.0457205323686748e-11,-1.9492630279402138e-11,-3.5030992789349865e-10,-5.7033359776897335e-05,9.154211759166216e-09,1.0720451630509878e-07,3.99894532047545e-06,-0.273848154637543,7.295007399369795e-06,5.828787411613407e-06,0.0037603363217897337,1.1757697014871982e-06,4.35400352067095e-08,1.4396351394486578e-08,-5.799255036053329e-07
dB/dt tg07,-1.2715379598626158e-07,-8.128180265255261e-10,-8.381911826260193e-10,2.265743713340357e-09,-6.692185316870352e-12,-1.2032896702019595e-11,-2.3759199565633183e-10,-3.857808633952801e-05,-9.490325187217029e-09,5.6308034445823445e-08,2.497082971872653e-06,-0.19272224090201698,6.4427297458482035e-06,5.122166609550094e-06,0.002508795378286937,9.216599299684413e-07,3.862774464148143e-08,1.6866769785238946e-08,-3.9257613708658763e-07
dB/dt tg08,-8.644970993148556e-08,9.857841198799147e-10,1.0817544854232604e-09,1.5189548103955951e-09,-3.779261879975105e-12,-6.591517659678965e-12,-1.4817260798484527e-10,-2.394210316075008e-05,-2.1706736746222453e-08,2.0827717061779247e-08,1.3831929472395707e-06,-0.12452024290261299,5.569736980142638e-06,4.392788838321841e-06,0.001527828881904482,6.662646423794953e-07,3.303303875594866e-08,1.715871522688357e-08,-2.4407119873339516e-07
dB/dt tg09,-5.348204578657275e-08,3.8131475733584833e-10,2.6591069200677417e-10,9.273815426667829e-10,-1.4578752206040457e-12,-3.0531887774888547e-12,-8.690849607850801e-11,-1.3840416860567874e-05,-2.999966575686867e-08,-3.9647153153255854e-10,6.993908135300802e-07,-0.07464817674169798,4.743926869379035e-06,3.698797616056719e-06,0.0008667006966164644,4.448415463650489e-07,2.759298587854425e-08,1.5851433743911483e-08,-1.4253730539356284e-07
dB/dt tg10,-3.479144259182864e-08,-4.3526057919538095e-10,-7.222892571785727e-10,5.991620285662259e-10,-3.082079818182904e-13,-1.4612832499786638e-12,-5.6241125443404546e-11,-8.793137516122435e-06,-3.253099477567594e-08,-8.711476852963992e-09,3.9618353386937317e-07,-0.0484932386758807,4.173618852529478e-06,3.2181031259091767e-06,0.0005428311385359642,3.121605838547072e-07,2.363651269186413e-08,1.4159629557028078e-08,-9.183848609477908e-08
dB/dt tg11,-2.430061461649913e-08,-2.60651147532568e-10,-5.096773179936357e-10,4.1880454409503114e-10,2.3793662406892292e-14,-7.647857837744309e-13,-3.8612391616888954e-11,-5.982537954828174e-06,-3.0893867524775986e-08,-1.1513989724441744e-08,2.3125154443883702e-07,-0.033473650997696676,3.755459658766905e-06,2.8654562577452297e-06,0.00036105830948560043,2.2866958548177672e-07,2.0452380402868277e-08,1.2512405934230405e-08,-6.27291023459602e-08
dB/dt tg12,-1.5992701665141665e-08,3.826545040583836e-10,2.721075678023808e-10,2.784057028199921e-10,4.428743728746576e-14,-3.552248429791996e-13,-2.4105435135155722e-11,-3.7415809590384332e-06,-2.691620441213852e-08,-1.2183959545569513e-08,1.0400668597138842e-07,-0.021212950779371523,3.3112892991680304e-06,2.491265208995457e-06,0.00021541053418877167,1.546921752817531e-07,1.693778183291876e-08,1.0514803189486927e-08,-3.882212307261537e-08
dB/dt tg13,-9.523036394940191e-09,3.112721343111454e-10,2.1151424656392191e-10,1.6806324766610413e-10,1.923040288084775e-13,-5.606426529306675e-14,-1.4197378942373549e-11,-2.1827364029612985e-06,-2.3961829557888855e-08,-1.2011147715453057e-08,3.5678686537672425e-08,-0.01251885884239193,2.8770061346897387e-06,2.1265968568383302e-06,0.00011909725040189719,9.765892705405116e-08,1.3739831185932619e-08,8.564055694694868e-09,-2.2604306222718496e-08
dB/dt tg14,-5.9356705697579114e-09,5.3823883316143616e-11,-7.428844599615392e-11,1.064310588821874e-10,3.153342251326326e-13,9.374953444668969e-14,-9.236296620580161e-12,-1.3918848179276475e-06,-2.1992857507820678e-08,-1.1400934360971856e-08,1.1416255594765447e-08,-0.00804032916068479,2.5623616115018242e-06,1.8637934237831356e-06,7.28608558075338e-05,6.59422928091692e-08,1.1549165467531576e-08,7.170199061285733e-09,-1.4552277287450965e-08
dB/dt tg15,-3.9713753026490485e-09,-5.552503538393772e-13,-1.2297010662193956e-10,7.290333182226508e-11,3.34449480514154e-13,1.4768465654592977e-13,-6.391061171518797e-12,-9.513489730600855e-07,-2.0052951899857084e-08,-1.0566806198156602e-08,-2.9833759129761145e-10,-0.005520786886009133,2.3247691839592935e-06,1.6665955489499229e-06,4.7394255908871934e-05,4.711256456733834e-08,9.919575785079678e-09,6.120186276294668e-09,-9.95909872240027e-09
dB/dt tg16,-2.408332836250025e-09,5.487969376402979e-11,-3.783112470370081e-11,4.627347981807236e-11,2.947233453427997e-13,1.6100090602801796e-13,-3.931994897887649e-12,-5.840038968462332e-07,-1.745312286779582e-08,-9.309697596577949e-09,-8.586794121731232e-09,-0.0034000014180277476,2.049738141755151e-06,1.4402811197358537e-06,2.6405066982453898e-05,3.041524810776705e-08,8.089604718050685e-09,4.93495136301506e-09,-6.0147652320702324e-09
dB/dt tg17,-1.4147680058265116e-09,1.1476372627481741e-10,5.168413016303214e-11,2.9134231666902814e-11,2.4151368526444984e-13,1.5052715104597997e-13,-2.3000250179484394e-12,-3.4525188866270764e-07,-1.4926530349270377e-08,-7.984032683401113e-09,-1.1714035089840936e-08,-0.0020116073410818493,1.7845278717216494e-06,1.2248686858858283e-06,1.3367258868555783e-05,1.886474249965424e-08,6.436171459646743e-09,3.862864941735812e-09,-3.426247732205255e-09
