,thk_00,thk_01,thk_02,rho0_00,rho0_01,rho0_02,rho0_03,max_pha_00,max_pha_01,max_pha_02,max_pha_03,tau_phi_00,tau_phi_01,tau_phi_02,tau_phi_03,c_00,c_01,c_02,c_03
dB/dt tg01,7.005479663410905e-07,-1.1534104509326925e-07,-9.704289898135006e-08,4.7129815888222e-13,-3.549586556612045e-10,-5.462409568890762e-10,-5.3977574346200905e-09,-0.0006362801346178132,2.329936866252974e-06,3.892161225097342e-06,7.51350992044382e-05,-1.055096136822234,2.021958655498887e-05,1.5323973559047777e-05,0.05209190297086465,-5.2257736601030603e-08,-1.1304329050020777e-07,-4.947682632513555e-07,-7.846668063923774e-06
dB/dt tg02,-1.3018253037133002e-07,-7.614786261490042e-08,-6.784490243557269e-08,7.3007050642657535e-09,-1.7533723275839394e-10,-2.882619657707251e-10,-3.3562565372637246e-09,-0.00040293795286804274,1.091495143348282e-06,2.023041056530985e-06,4.45029614415129e-05,-0.8112118090647228,1.684512482346683e-05,1.3053949020547638e-05,0.032141516270152916,9.470714443021945e-07,-2.976764657636385e-09,-2.282378240380939e-07,-4.8842177391327875e-06
dB/dt tg03,-3.4771801269928645e-07,-3.397947041244988e-08,-2.9194040273435463e-08,8.418923910945206e-09,-1.022213310855017e-10,-1.660061256467578e-10,-2.237782362959311e-09,-0.0002736835491166558,5.942165504815189e-07,1.1400113198759612e-06,2.830814951009284e-05,-0.6270826059571853,1.4482091881022152e-05,1.1349855204880034e-05,0.02127036316556628,1.2688554084912324e-06,3.266519190709268e-08,-1.0695232773685152e-07,-3.2578502787934992e-06
dB/dt tg04,-3.507951053721193e-07,-7.040955426035778e-09,-4.353976251928521e-09,7.1313057255727354e-09,-5.7288914698894816e-11,-8.811234309164931e-11,-1.3858387288743025e-09,-0.00017328144078484453,2.971491396778189e-07,5.821217894483468e-07,1.652784045580451e-05,-0.4460507960425415,1.2149262121450506e-05,9.583719733061875e-06,0.013033737080489534,1.2973958144387412e-06,4.646460546980325e-08,-3.514719772638388e-08,-2.0174040657192303e-06
dB/dt tg05,-2.822074399662362e-07,-1.0338942929382816e-08,-9.589470074394897e-09,5.145592300261165e-09,-2.463111866399117e-11,-4.3739334253459926e-11,-8.029178020449084e-10,-0.00010252700023500874,8.794369205163262e-08,2.7016538592355796e-07,8.91421207396377e-06,-0.2953965307327751,1.0018329245704835e-05,7.914882993128036e-06,0.0074301656219549345,1.1257076865135163e-06,5.264187995719305e-08,5.21129078533524e-10,-1.1686124102897287e-06
dB/dt tg06,-2.150714660416211e-07,-7.800790895020303e-09,-7.673440018500798e-09,3.7497192778907885e-09,-1.2221735913956907e-11,-2.4277792922631362e-11,-5.108601379801268e-10,-6.641903288699817e-05,1.388219357307097e-08,1.3583433655344762e-07,5.29359492664497e-06,-0.20664822058831325,8.593938408230714e-06,6.772207988175448e-06,0.004653545576387122,9.29350938001585e-07,4.959523139926279e-08,1.3164796650300418e-08,-7.428971814714158e-07
dB/dt tg07,-1.6349419337307755e-07,-2.1390600949353876e-09,-2.101822368922741e-09,2.8181955656795666e-09,-7.895521148326933e-12,-1.4464816091070043e-11,-3.4888343524658956e-10,-4.613520027949996e-05,-7.585392352463723e-09,6.943950512033725e-08,3.377039652925091e-06,-0.1512431052087703,7.581442405898056e-06,5.948202127507083e-06,0.0031322058835937237,7.6252619740222e-07,4.405729743614096e-08,1.7808532503043524e-08,-5.065729291174514e-07
dB/dt tg08,-1.1456394312740201e-07,8.24360626380397e-10,7.799342368768504e-10,1.955690908133334e-09,-4.5091970481301915e-12,-7.538799558272338e-12,-2.192894545481128e-10,-2.9585467796096905e-05,-2.198903061416607e-08,2.4420565549106814e-08,1.928639958671975e-06,-0.10257315591000712,6.5444321127675025e-06,5.096571926311905e-06,0.0019282014460798782,5.819788471434332e-07,3.772758011357651e-08,1.9207596237331296e-08,-3.1760228925985317e-07
dB/dt tg09,-7.413421216000006e-08,1.816440991930384e-10,1.9550064655885312e-11,1.2464752685871512e-09,-1.749183394869754e-12,-3.6180382134070556e-12,-1.290913709317425e-10,-1.775224408927314e-05,-3.2234319578434434e-08,1.2264687440854802e-09,1.0026986788660876e-06,-0.06499387894830384,5.563650933862621e-06,4.285365843975717e-06,0.0011026095036846344,4.130522384331135e-07,3.159719577770884e-08,1.7761074671704175e-08,-1.8628746928497408e-07
dB/dt tg10,-5.054691828001853e-08,-8.856469009668531e-10,-1.1101916956377605e-09,8.386796187777655e-10,-3.639055706524623e-13,-2.0194804610422517e-12,-8.344941278609746e-11,-1.1624151923306603e-05,-3.56733293773354e-08,-6.705069271292684e-09,5.766358749664405e-07,-0.044186281347831834,4.886513934682765e-06,3.7230918384455387e-06,0.0006926900527947627,3.045404755409028e-07,2.711791437624602e-08,1.5663405759826613e-08,-1.199696585420818e-07
