,thk_00,thk_01,thk_02,rho0_00,rho0_01,rho0_02,rho0_03,max_pha_00,max_pha_01,max_pha_02,max_pha_03,tau_phi_00,tau_phi_01,tau_phi_02,tau_phi_03,c_00,c_01,c_02,c_03
dB/dt tg01,4.7217626017051993e-07,-1.0694173900956128e-07,-8.923298481319726e-08,2.6617384213127575e-09,-3.242793652353262e-10,-4.961100077941262e-10,-5.0003486599210616e-09,-0.0006183733901321477,2.168374029234569e-06,3.568704086028398e-06,7.097207875965635e-05,-0.9974728128202357,1.6050433580725855e-05,1.2396488553653717e-05,0.049850634950944384,-5.034751985059899e-08,-1.0243132700830167e-07,-4.315994598450667e-07,-7.422409048359587e-06
dB/dt tg02,-2.493651790054391e-07,-7.487053957239346e-08,-6.719665589918067e-08,8.43416229581805e-09,-1.5932892192502424e-10,-2.614138301891922e-10,-3.1071623533782856e-09,-0.0003921273293965472,1.0144224928278435e-06,1.8544146446931596e-06,4.199174485220134e-05,-0.7672945823904135,1.3414541887328577e-05,1.0596019120046864e-05,0.03072653550216751,8.984273138178582e-07,-5.55766030530716e-09,-1.9962911977366438e-07,-4.617253139925453e-06
dB/dt tg03,-4.224151155697254e-07,-3.171582199046788e-08,-2.703970518315447e-08,8.988262678583657e-09,-9.366103694210465e-11,-1.508833155636472e-10,-2.0683619262456842e-09,-0.00026670682230373624,5.603268523542379e-07,1.0483619906281848e-06,2.6621723185490372e-05,-0.5937570382696746,1.1563833506297125e-05,9.237522425815707e-06,0.020297617184330635,1.20637068691416e-06,2.519383672268667e-08,-9.45570358534844e-08,-3.0746568112340074e-06
dB/dt tg04,-3.9704663432940655e-07,-4.056708659123577e-09,-1.1504560056019932e-09,7.41207124443191e-09,-5.329903471404842e-11,-8.046056429224904e-11,-1.2785316765602114e-09,-0.00016915727968433363,2.8846124385453346e-07,5.388238082139704e-07,1.5472372973453344e-05,-0.4231215603665233,9.73252300980405e-06,7.824104036753066e-06,0.012411766621714714,1.2365722963606874e-06,3.7345138858537996e-08,-3.2197039327305346e-08,-1.9002424704139036e-06
dB/dt tg05,-3.0601928236870923e-07,-1.0257057478903914e-08,-9.533769788998447e-09,5.24135687072677e-09,-2.2587669496081175e-11,-3.9791271084726174e-11,-7.412509086026868e-10,-0.0001002804374517028,8.741109233654778e-08,2.503495247965698e-07,8.347359309731812e-06,-0.2808854656988107,8.0559268387856e-06,6.484027206687264e-06,0.007075252973806861,1.0756372978708841e-06,4.3936707170890863e-08,-5.491932037111421e-10,-1.1014907099681028e-06
dB/dt tg06,-2.2950736264129688e-07,-8.224451199367542e-09,-8.141629521724711e-09,3.786622151333116e-09,-1.1125895119940612e-11,-2.2063214464009213e-11,-4.716549596735004e-10,-6.507478053761652e-05,1.703545690319121e-08,1.2658365597353362e-07,4.951044635296363e-06,-0.19693319448647023,6.93300099528421e-06,5.563851716868901e-06,0.004428968295790525,8.901525175907963e-07,4.177770873322391e-08,1.0701131645541552e-08,-7.002393144955535e-07
dB/dt tg07,-1.7407465143333095e-07,-1.9990110198039413e-09,-1.916188928825702e-09,2.841715323380625e-09,-7.399568414732833e-12,-1.3247622343549012e-11,-3.216412031536426e-10,-4.527118617707243e-05,-1.988075644369464e-09,6.60363685685218e-08,3.141604994062768e-06,-0.1444237375258089,6.133558193816838e-06,4.898914810340942e-06,0.0029756178563105627,7.32039321081158e-07,3.708259194604529e-08,1.4795592938587474e-08,-4.767288183405608e-07
dB/dt tg08,-1.2178135172240134e-07,1.194195308838571e-09,1.2335147323609135e-09,1.9697635248175127e-09,-4.390253698875668e-12,-6.990978512989368e-12,-2.0185064567700606e-10,-2.9086558773726913e-05,-1.544101889065465e-08,2.4679327557013595e-08,1.7809121278501615e-06,-0.09819675840047717,5.313571270772562e-06,4.210433712548502e-06,0.0018278230115997694,5.602715619790536e-07,3.1793846083455096e-08,1.6130649439275973e-08,-2.983697390262807e-07
dB/dt tg09,-7.841295042163996e-08,2.802297703991129e-10,1.6747392341345394e-10,1.2517642658022392e-09,-1.7546378405775243e-12,-3.3762354700732214e-12,-1.188492467920068e-10,-1.7488914379216477e-05,-2.6339931852381607e-08,2.8082722054742442e-09,9.218701332152389e-07,-0.06240491035024852,4.5367710217662024e-06,3.553315917068491e-06,0.001044331036847889,3.988943961787442e-07,2.6787764358143016e-08,1.5061323558323665e-08,-1.750153459625536e-07
dB/dt tg10,-5.317242771343755e-08,-1.0321339493264333e-09,-1.241893890463997e-09,8.395480817478769e-10,-3.842362245017894e-13,-1.8751483487554833e-12,-7.695527943756299e-11,-1.1470155029885197e-05,-3.066503036968177e-08,-4.958253691557422e-09,5.305085118226319e-07,-0.04253125091381885,3.99959252033289e-06,3.0969799846858464e-06,0.0006564817247749164,2.948563097915376e-07,2.3123299294563044e-08,1.3372817899352936e-08,-1.1288821386008566e-07
dB/dt tg11,-3.8206579691207374e-08,-6.743661650762412e-10,-8.685974623308722e-10,6.025962363503202e-10,-2.625734758749841e-14,-1.0509158891441856e-12,-5.298248398642716e-11,-8.014452695724417e-06,-2.9418008938246082e-08,-8.769612775317957e-09,3.193853838752528e-07,-0.03056572032245116,3.605288440219783e-06,2.7615710440207743e-06,0.00043934570880779615,2.255895747547034e-07,2.0049390830126522e-08,1.1927784390515412e-08,-7.736999343463893e-08
dB/dt tg12,-2.5646884991447685e-08,4.831316245251516e-10,3.582632381718086e-10,4.0886026278058716e-10,-6.235879506763924e-14,-3.9701380285418217e-13,-3.3342347308748106e-11,-5.173199097369122e-06,-2.5276503928696584e-08,-1.1300141690849345e-08,1.5786400885769573e-07,-0.02031465757485716,3.1859882340837707e-06,2.405062816977453e-06,0.0002657857697911958,1.6068069730134904e-07,1.6584591528600593e-08,1.0254115982351277e-08,-4.831998825756923e-08
dB/dt tg13,-1.58664523457914e-08,4.0844937680335484e-10,2.95653488577997e-10,2.546535355646726e-10,1.1974582553496614e-13,-6.760395433436812e-14,-1.9725442974577233e-11,-3.1266779521467007e-06,-2.274574356070968e-08,-1.1447854714193003e-08,6.484837405906492e-08,-0.01264228383082666,2.7754764012926594e-06,2.0570085149885825e-06,0.00014879214323465533,1.0738921580010863e-07,1.3491701970336715e-08,8.39370298474849e-09,-2.8300096930017542e-08
dB/dt tg14,-1.0397694599278121e-08,-3.1712666282778887e-12,-1.2307133193358077e-10,1.6715838580911624e-10,2.9134243564502546e-13,3.8576326263518124e-14,-1.2815393100195727e-11,-2.0510933193226367e-06,-2.1233775094484478e-08,-1.0597781064435922e-08,2.7915491447498554e-08,-0.008469394555634852,2.4776177398262805e-06,1.8057574821816107e-06,9.152695412659695e-05,7.588291218422439e-08,1.1388586606026136e-08,6.9918078598382685e-09,-1.8215297250659797e-08
dB/dt tg15,-7.254118987070516e-09,-7.738554296702682e-11,-1.8909183801269188e-10,1.176249524959757e-10,3.2403156697836106e-13,9.39143449162139e-14,-8.871292807805374e-12,-1.4353336203477596e-06,-1.9478604219279914e-08,-9.828436938671029e-09,9.776911496549977e-09,-0.006020376740805646,2.252386952687518e-06,1.6169683834680182e-06,6.0019638386858806e-05,5.626853792083004e-08,9.804865016814693e-09,5.969333136419338e-09,-1.248659969646074e-08
dB/dt tg16,-4.5894140973491685e-09,3.633944350135119e-11,-5.372637949594882e-11,7.623876820362215e-11,2.802651228361513e-13,1.3784485281304554e-13,-5.486056848241301e-12,-9.070190577523501e-07,-1.69536620667691e-08,-8.852757044567383e-09,-3.1864396946954627e-09,-0.0038681206074577365,1.9912389129179065e-06,1.3999906093274522e-06,3.413972947318832e-05,3.8026994395445344e-08,8.009336824438312e-09,4.843410255307986e-09,-7.598242720512053e-09
dB/dt tg17,-2.8018048800452594e-09,1.5396591040449097e-10,8.573368074207756e-11,4.8444875735731905e-11,2.2054784575624504e-13,1.5535169239313704e-13,-3.240908327188214e-12,-5.524998657017067e-07,-1.4474289862847078e-08,-7.784159424803426e-09,-8.963640038477752e-09,-0.0023903144413781096,1.7388593908594926e-06,1.1930978116030606e-06,1.7966232466335438e-05,2.47191058584306e-08,6.382125593053482e-09,3.823327288537668e-09,-4.388594334932171e-09
