X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
0.000,0.000,0.000,2.791,100.000,0.0,1.0e-06,0.413
0.000,0.000,0.000,6.136,2361.431,0.1,6.2e-04,0.891
0.000,0.000,0.000,5.325,2211.583,0.1,5.8e-04,0.855
0.000,0.000,0.000,8.681,681.349,0.5,1.0e-06,0.320
0.000,0.000,0.000,0.000,362.643,0.0,1.0e-06,0.095
