X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
0.000,0.000,0.000,1.609,100.000,0.0,1.0e-06,0.205
0.000,0.000,0.000,4.696,2442.370,0.1,6.0e-04,0.875
0.000,0.000,0.000,4.046,2251.326,0.2,5.7e-04,0.841
0.000,0.000,0.000,7.746,1618.682,0.6,1.0e-06,0.305
0.000,0.000,0.000,0.000,488.308,0.0,1.0e-06,0.100
