X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
0.000,0.000,0.000,1.385,100.000,0.0,1.0e-06,0.325
0.000,0.000,0.000,5.197,2632.662,0.1,6.2e-04,0.892
0.000,0.000,0.000,4.298,2423.011,0.1,5.8e-04,0.857
0.000,0.000,0.000,7.719,1607.772,0.6,1.0e-06,0.348
0.000,0.000,0.000,0.000,424.921,0.0,1.0e-06,0.098
