X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
0.000,0.000,0.000,1.301,100.000,0.0,1.0e-06,0.468
0.000,0.000,0.000,4.898,2744.209,0.1,6.4e-04,0.904
0.000,0.000,0.000,3.973,2566.567,0.1,5.9e-04,0.870
0.000,0.000,0.000,8.122,1788.694,0.6,1.0e-06,0.341
0.000,0.000,0.000,0.000,490.109,0.0,1.0e-06,0.102
