time(s),signal_pred(V/m2),signal_obs(V/m2),err_obs(V/m2),err_scl(V/m2),rhoa_pred(V/m2),rhoa_obs(V/m2)
5.070000e-06,6.459290830e-06,5.035333333e-04,3.334933333e-07,7.049466667e-05,1.116541394e+03,6.126000000e+01
6.070000e-06,-5.035623896e-08,1.932666667e-04,2.329600000e-07,2.705733333e-05,-2.103752498e+04,8.584000000e+01
7.080000e-06,1.714491845e-06,7.390933333e-05,1.343160000e-07,1.034730667e-05,1.549526263e+03,1.261200000e+02
8.520000e-06,2.904428467e-06,1.877200000e-05,7.805200000e-08,2.628080000e-06,8.008875439e+02,2.309900000e+02
1.053000e-05,-1.565646739e-07,1.260653333e-06,4.444266667e-08,1.764914667e-07,-3.943073294e+03,9.816200000e+02
1.255000e-05,-6.406224280e-07,-4.818666667e-07,3.601866667e-08,6.746133333e-08,-1.150456895e+03,-1.391600000e+03
1.456000e-05,3.993986274e-08,-3.234400000e-07,3.584533333e-08,4.528160000e-08,5.712216376e+03,-1.417120000e+03
1.744000e-05,3.413474933e-07,1.846000000e-08,2.270666667e-08,2.270666667e-08,1.011508121e+03,7.075960000e+03
2.146000e-05,5.512789341e-08,1.995066667e-07,2.548000000e-08,2.793093333e-08,2.413871753e+03,1.023680000e+03
2.549000e-05,-2.190975827e-07,2.567066667e-07,2.398933333e-08,3.593893333e-08,-7.221651675e+02,6.497500000e+02
2.950000e-05,-1.711646606e-07,2.996933333e-07,2.442266667e-08,4.195706667e-08,-6.673677635e+02,4.592200000e+02
3.528000e-05,2.886145985e-08,2.402400000e-07,1.944800000e-08,3.363360000e-08,1.622749547e+03,3.952400000e+02
4.330000e-05,2.118673277e-08,2.007200000e-07,2.086933333e-08,2.810080000e-08,1.417388268e+03,3.165000000e+02
5.140000e-05,-4.409651068e-08,1.956933333e-07,2.215200000e-08,2.739706667e-08,-6.533360737e+02,2.418400000e+02
5.941000e-05,-5.115231629e-08,1.294280000e-07,2.093866667e-08,2.093866667e-08,-4.648739353e+02,2.503700000e+02
7.095000e-05,-2.364554869e-08,8.177866667e-08,1.479226667e-08,1.479226667e-08,-5.784392084e+02,2.529100000e+02
8.707000e-05,4.186035078e-09,6.250400000e-08,1.633146667e-08,1.633146667e-08,1.304252979e+03,2.150500000e+02
