time(s),signal_pred(V/m2),signal_obs(V/m2),err_obs(V/m2),err_scl(V/m2),rhoa_pred(V/m2),rhoa_obs(V/m2)
5.070000e-06,2.271544369e-05,5.035333333e-04,3.334933333e-07,2.517666667e-05,4.828185031e+02,6.126000000e+01
6.070000e-06,7.190361996e-06,1.932666667e-04,2.329600000e-07,9.663333333e-06,7.700690428e+02,8.584000000e+01
7.080000e-06,2.179122711e-06,7.390933333e-05,1.343160000e-07,3.695466667e-06,1.320590289e+03,1.261200000e+02
8.520000e-06,4.419951916e-07,1.877200000e-05,7.805200000e-08,9.386000000e-07,2.809745380e+03,2.309900000e+02
1.053000e-05,-2.651851725e-07,1.260653333e-06,4.444266667e-08,6.303266667e-08,-2.775009942e+03,9.816200000e+02
1.255000e-05,-3.741106510e-07,-4.818666667e-07,3.601866667e-08,2.409333333e-08,-1.646664270e+03,-1.391600000e+03
1.456000e-05,-3.219562746e-07,-3.234400000e-07,3.584533333e-08,1.617200000e-08,-1.420837572e+03,-1.417120000e+03
1.744000e-05,-2.542245000e-07,1.846000000e-08,2.270666667e-08,2.270666667e-08,-1.231087489e+03,7.075960000e+03
2.146000e-05,-1.861126117e-07,1.995066667e-07,2.548000000e-08,2.548000000e-08,-1.072616784e+03,1.023680000e+03
2.549000e-05,-1.356134293e-07,2.567066667e-07,2.398933333e-08,2.398933333e-08,-9.943206577e+02,6.497500000e+02
2.950000e-05,-1.028713798e-07,2.996933333e-07,2.442266667e-08,2.442266667e-08,-9.370834124e+02,4.592200000e+02
3.528000e-05,-7.396298706e-08,2.402400000e-07,1.944800000e-08,1.944800000e-08,-8.665375721e+02,3.952400000e+02
4.330000e-05,-5.011427315e-08,2.007200000e-07,2.086933333e-08,2.086933333e-08,-7.984061418e+02,3.165000000e+02
5.140000e-05,-3.593673733e-08,1.956933333e-07,2.215200000e-08,2.215200000e-08,-7.488250401e+02,2.418400000e+02
5.941000e-05,-2.724269419e-08,1.294280000e-07,2.093866667e-08,2.093866667e-08,-7.075308205e+02,2.503700000e+02
7.095000e-05,-1.917080628e-08,8.177866667e-08,1.479226667e-08,1.479226667e-08,-6.652686650e+02,2.529100000e+02
8.707000e-05,-1.316497882e-08,6.250400000e-08,1.633146667e-08,1.633146667e-08,-6.075988868e+02,2.150500000e+02
