time(s),signal_pred(V/m2),signal_obs(V/m2),err_obs(V/m2),err_scl(V/m2),rhoa_pred(V/m2),rhoa_obs(V/m2)
5.070000e-06,4.837056308e-06,5.035333333e-04,3.334933333e-07,5.538866667e-05,1.353974939e+03,6.126000000e+01
6.070000e-06,2.692866502e-06,1.932666667e-04,2.329600000e-07,2.125933333e-05,1.482132233e+03,8.584000000e+01
7.080000e-06,1.907171276e-06,7.390933333e-05,1.343160000e-07,8.130026667e-06,1.443320431e+03,1.261200000e+02
8.520000e-06,1.303235070e-06,1.877200000e-05,7.805200000e-08,2.064920000e-06,1.366459686e+03,2.309900000e+02
1.053000e-05,6.138280874e-07,1.260653333e-06,4.444266667e-08,1.386718667e-07,1.585864937e+03,9.816200000e+02
1.255000e-05,3.406993768e-07,-4.818666667e-07,3.601866667e-08,5.300533333e-08,1.752632595e+03,-1.391600000e+03
1.456000e-05,2.563584209e-07,-3.234400000e-07,3.584533333e-08,3.557840000e-08,1.653905292e+03,-1.417120000e+03
1.744000e-05,1.734800763e-07,1.846000000e-08,2.270666667e-08,2.270666667e-08,1.588305780e+03,7.075960000e+03
2.146000e-05,8.285664160e-08,1.995066667e-07,2.548000000e-08,2.548000000e-08,1.839685449e+03,1.023680000e+03
2.549000e-05,2.931686817e-08,2.567066667e-07,2.398933333e-08,2.823773333e-08,2.760471144e+03,6.497500000e+02
2.950000e-05,1.434260032e-08,2.996933333e-07,2.442266667e-08,3.296626667e-08,3.485159802e+03,4.592200000e+02
3.528000e-05,1.463823824e-08,2.402400000e-07,1.944800000e-08,2.642640000e-08,2.551552363e+03,3.952400000e+02
4.330000e-05,5.475782854e-09,2.007200000e-07,2.086933333e-08,2.207920000e-08,3.493284964e+03,3.165000000e+02
5.140000e-05,-2.822712909e-09,1.956933333e-07,2.215200000e-08,2.215200000e-08,-4.082833307e+03,2.418400000e+02
5.941000e-05,-4.997120944e-09,1.294280000e-07,2.093866667e-08,2.093866667e-08,-2.191621198e+03,2.503700000e+02
7.095000e-05,-4.063940047e-09,8.177866667e-08,1.479226667e-08,1.479226667e-08,-1.871224057e+03,2.529100000e+02
8.707000e-05,-2.380583233e-09,6.250400000e-08,1.633146667e-08,1.633146667e-08,-1.900092889e+03,2.150500000e+02
