time(s),signal_pred(V/m2),signal_obs(V/m2),err_obs(V/m2),err_scl(V/m2),rhoa_pred(V/m2),rhoa_obs(V/m2)
5.070000e-06,2.242324134e-06,5.035333333e-04,3.334933333e-07,4.028266667e-05,2.260471976e+03,6.126000000e+01
6.070000e-06,1.190387570e-07,1.932666667e-04,2.329600000e-07,1.546133333e-05,1.185508247e+04,8.584000000e+01
7.080000e-06,8.171370738e-07,7.390933333e-05,1.343160000e-07,5.912746667e-06,2.539564694e+03,1.261200000e+02
8.520000e-06,1.247380756e-06,1.877200000e-05,7.805200000e-08,1.501760000e-06,1.406952069e+03,2.309900000e+02
1.053000e-05,1.153901619e-07,1.260653333e-06,4.444266667e-08,1.008522667e-07,4.832644474e+03,9.816200000e+02
1.255000e-05,-9.380590496e-08,-4.818666667e-07,3.601866667e-08,3.854933333e-08,-4.141124863e+03,-1.391600000e+03
1.456000e-05,1.200220307e-07,-3.234400000e-07,3.584533333e-08,2.587520000e-08,2.743058365e+03,-1.417120000e+03
1.744000e-05,1.947949700e-07,1.846000000e-08,2.270666667e-08,2.270666667e-08,1.470218986e+03,7.075960000e+03
2.146000e-05,6.947701744e-08,1.995066667e-07,2.548000000e-08,2.548000000e-08,2.068875452e+03,1.023680000e+03
2.549000e-05,-3.816932319e-08,2.567066667e-07,2.398933333e-08,2.398933333e-08,-2.315182805e+03,6.497500000e+02
2.950000e-05,-3.109221211e-08,2.996933333e-07,2.442266667e-08,2.442266667e-08,-2.080687601e+03,4.592200000e+02
3.528000e-05,2.824927107e-08,2.402400000e-07,1.944800000e-08,1.944800000e-08,1.646110034e+03,3.952400000e+02
4.330000e-05,1.909548363e-08,2.007200000e-07,2.086933333e-08,2.086933333e-08,1.519069760e+03,3.165000000e+02
5.140000e-05,-6.790293358e-09,1.956933333e-07,2.215200000e-08,2.215200000e-08,-2.274122021e+03,2.418400000e+02
5.941000e-05,-1.153130009e-08,1.294280000e-07,2.093866667e-08,2.093866667e-08,-1.255046692e+03,2.503700000e+02
7.095000e-05,-4.265187464e-09,8.177866667e-08,1.479226667e-08,1.479226667e-08,-1.811890319e+03,2.529100000e+02
8.707000e-05,3.791201405e-09,6.250400000e-08,1.633146667e-08,1.633146667e-08,1.393303864e+03,2.150500000e+02
