,thk_00,thk_01,thk_02,thk_03,rho0_00,rho0_01,rho0_02,rho0_03,rho0_04,max_pha_00,max_pha_01,max_pha_02,max_pha_03,max_pha_04,tau_phi_00,tau_phi_01,tau_phi_02,tau_phi_03,tau_phi_04,c_00,c_01,c_02,c_03,c_04
dB/dt tg01,3.248294479778289e-06,1.7282729116285877e-06,1.8729310764870649e-06,-1.5512562365347297e-06,-7.820359342529222e-09,-2.8733449901671517e-10,-2.764400087126934e-10,9.42934569613024e-09,-4.0633118018048904e-08,-0.0006013161967557347,1.8173743088978136e-06,1.8183493019070595e-06,-1.831298990521894e-05,0.0002435358874513884,-0.7848925964690238,1.9667036397736506e-05,1.4891964571506266e-05,-7.288950827769738,0.1339972671935178,-2.750319122115787e-07,-7.413649820693032e-08,-2.2793581381952343e-07,0.0008966549366507585,-2.4683709654484327e-05
dB/dt tg02,2.4719460115673716e-06,8.821064216419085e-07,6.016510887675269e-07,-2.598668722859243e-06,-1.815791891329047e-08,-6.453126252022483e-10,-6.738176299869978e-10,3.4746678982459543e-10,-2.5722743042158367e-08,-0.0003726954131425389,4.112356100713518e-06,4.339113907360312e-06,0.00032765495938543435,0.00014853843923530756,-0.6077203826569266,1.6461639977440654e-05,1.2506624111054841e-05,-5.076149692537645,0.08453112442874305,4.402557918953072e-07,-4.012434287306003e-07,-7.245995620833165e-07,0.0006158201574488735,-1.5643776422123293e-05
dB/dt tg03,7.25583719318771e-07,6.6429926492377e-07,6.816784428507132e-07,-7.201113215529597e-07,3.4250889526775504e-09,-1.2451143187606908e-10,-1.2663956243605672e-10,3.2779976394614983e-09,-1.805819019594676e-08,-0.00026144482051545826,7.288036697800575e-07,7.944932754362002e-07,1.6361914075816555e-05,0.00010191380226906605,-0.47898676550244523,1.4214500882310173e-05,1.0807034724510614e-05,-2.7827852820129872,0.059260923028415326,9.27238112280113e-07,9.885602495025178e-09,-7.995583462162813e-08,0.00037150447875741315,-1.1005461879281255e-05
dB/dt tg04,-3.245455945690193e-07,5.008454452169817e-07,7.1858980893587e-07,5.508570189003837e-07,1.599517388818043e-08,2.2119654857791754e-10,2.376366209393678e-10,5.115740403186907e-09,-1.1929105466546152e-08,-0.00017342184265719515,-1.5098978583823998e-06,-1.5611824591014428e-06,-0.00018894999636345173,6.576589194422036e-05,-0.3487178827996919,1.1989707123141217e-05,9.091379060944534e-06,-1.1892235972734844,0.03905638550660218,1.112042838464679e-06,2.757612541955054e-07,3.445152117109828e-07,0.00019284599086881075,-7.285982731079967e-06
dB/dt tg05,2.625793050837027e-07,2.2176418653080118e-07,1.7384508619712913e-07,-4.929942621285418e-07,3.380255451280137e-10,-1.0774089514640203e-10,-1.137831576874994e-10,3.75214852570364e-10,-6.945699488452178e-09,-9.852876073212985e-05,6.319946863093488e-07,7.044067932191453e-07,5.9420018135944356e-05,3.636698592128861e-05,-0.2324897382449909,9.948581040442033e-06,7.486568472920373e-06,-1.0604282064148958,0.02252988875046287,8.772484645741875e-07,-1.6595126456444854e-08,-9.084034371534505e-08,0.0001432380779832833,-4.241332080135792e-06
dB/dt tg06,2.732805827175448e-07,1.2406193345684096e-07,4.59988822094558e-08,-5.33579915727813e-07,-1.9691742446391937e-09,-1.3138213885362387e-10,-1.3954606787282127e-10,-4.6239048683562383e-10,-4.50781688848351e-09,-6.31427508453165e-05,7.929277596970084e-07,8.723158649316747e-07,8.377518306261318e-05,2.264938143901092e-05,-0.16464812721594327,8.580438154283147e-06,6.405526297707781e-06,-0.7744052469189505,0.014506126576515713,7.236530502770972e-07,-4.8940645107113163e-08,-1.301611998987645e-07,0.00010011771087568848,-2.752757556412193e-06
dB/dt tg07,6.32712287122087e-09,1.0913406973224216e-07,1.0887914057493076e-07,-1.1008811023850538e-07,2.008654083857027e-09,-1.4232781400084683e-11,-1.5190078051571562e-11,4.853589041407587e-10,-3.25098160033432e-09,-4.592291941004372e-05,3.930240323811851e-08,7.256744780334817e-08,5.422600270707705e-06,1.603259333158873e-05,-0.12299454753860699,7.605359678323553e-06,5.633698644958303e-06,-0.40408447955048904,0.010419774155376408,6.391986778335829e-07,3.9399896109902845e-08,1.3602901810992047e-08,5.9363727914247264e-05,-1.9872944757828088e-06
dB/dt tg08,-1.1375457037083945e-07,8.618554667094136e-08,1.2152268550685495e-07,1.0366288177067244e-07,3.492703881669554e-09,4.127229851606625e-11,4.380725003371397e-11,8.497104176041105e-10,-2.1694603650657654e-09,-3.085627780033069e-05,-3.137388225754545e-07,-3.049454465132711e-07,-3.2014387395886124e-05,1.0425210604762744e-05,-0.08536354465354819,6.602809890564704e-06,4.836496126093892e-06,-0.17053574148521103,0.0069098601429080884,5.169260571387092e-07,7.647225578191534e-08,7.86993600512213e-08,3.15248330512005e-05,-1.3270982920568125e-06
dB/dt tg09,-3.811479610529098e-08,4.7516865893194385e-08,5.635436740501241e-08,6.269027062610565e-09,1.501516889847478e-09,8.736867610629717e-12,9.123420225564201e-12,3.2944580209272946e-10,-1.3061811328022338e-09,-1.839635813768231e-05,-9.573078172695279e-08,-7.806500310986126e-08,-7.466702708493928e-06,5.9426710643229135e-06,-0.05500550907262526,5.6498841891210936e-06,4.075562070390245e-06,-0.12752287304121956,0.004105174018584511,3.6724016402392716e-07,4.1113278018583593e-08,3.1563088815744196e-08,2.1036070768472215e-05,-7.981081911531431e-07
dB/dt tg10,4.027383778759213e-08,2.12331317536345e-08,3.283100200387055e-09,-1.094214317170813e-07,-2.9104716351159807e-10,-2.6024031545493546e-11,-2.7970221885829375e-11,-1.415866195625268e-10,-8.31865355408922e-10,-1.1492237645398009e-05,1.346774806835586e-07,1.6351317795884053e-07,1.8759368594960555e-05,3.5244330698892153e-06,-0.03771190046786248,4.988761347142444e-06,3.5472058116760684e-06,-0.13755228553709276,0.0025703370664457957,2.6374278498502376e-07,6.634595383612034e-09,-1.6676972811844527e-08,1.79091005965363e-05,-5.070037278908824e-07
dB/dt tg11,2.8165214987988745e-08,1.485374954193819e-08,1.6629848896742063e-09,-7.903701762292145e-08,-2.0768105491858795e-10,-1.867018303973361e-11,-2.013136666645293e-11,-1.0773779342248378e-10,-5.857539715615876e-10,-8.082623467239778e-06,9.067118510739785e-08,1.1482759175787073e-07,1.3735463611212545e-05,2.376681512413748e-06,-0.02743717274873996,4.502327471759963e-06,3.159569464957851e-06,-0.09698288360679914,0.0017890820141780255,2.0503280207687364e-07,8.72134620115925e-09,-9.82027374989399e-09,1.2619833758450061e-05,-3.56534150348931e-07
dB/dt tg12,-2.5803453529265204e-08,1.649913290731425e-08,2.288388744744365e-08,2.1413080200763584e-08,7.229027917247991e-10,8.561729391714939e-12,8.923733863639226e-12,1.5702597282887587e-10,-4.0378289416558476e-10,-5.705937988020407e-06,-8.201106435561009e-08,-7.047988093765583e-08,-6.0740923890012e-06,1.6246512040193152e-06,-0.018713634164173088,3.983655648614391e-06,2.7476956319356897e-06,-0.027505890349223086,0.0012257157939158229,1.5650546170522279e-07,2.7184378533905505e-08,2.249471807388123e-08,5.5565771357610625e-06,-2.4582269966437157e-07
dB/dt tg13,-1.915063728496353e-08,1.0919517029078503e-08,1.5939932483472672e-08,1.8799699921341447e-08,5.155471174560569e-10,7.0228477292639355e-12,7.29617790783828e-12,1.1310955480233805e-10,-2.4822020186852067e-10,-3.5207675546652445e-06,-6.821677814081949e-08,-5.799934262835795e-08,-4.857323528263967e-06,9.410001651494532e-07,-0.011858066938466423,3.473886959767418e-06,2.344347157830043e-06,-0.01381291126167626,0.0007400281294892289,1.0690621261201899e-07,2.2012395399402374e-08,1.8084096564408476e-08,3.1734947535373337e-06,-1.5071507557865452e-07
dB/dt tg14,2.180866458715103e-09,4.820037480352625e-09,2.718380325490059e-09,-1.3120742445841207e-08,4.9668575074319496e-11,-2.414458301983473e-12,-2.7541996977868184e-12,-5.511872061577731e-12,-1.5631207676429486e-10,-2.177144717106837e-06,-4.285983006942757e-09,8.232140615282667e-09,2.099367928101732e-06,5.286248579859574e-07,-0.007981948558165093,3.102645044805427e-06,2.0525966811249685e-06,-0.021360125908508262,0.0004529481540368661,7.390122595743512e-08,1.1483613928929556e-08,4.3151295002240675e-09,3.0209811258406116e-06,-9.440455398798874e-08
dB/dt tg15,5.555092905009626e-09,2.326972212420125e-09,-9.961263392314028e-10,-1.727528053013338e-08,-5.424395401222345e-11,-3.857416012442677e-12,-4.278305239387175e-12,-2.910390227515527e-11,-1.0756779054434584e-10,-1.4877059023021798e-06,7.096252794902023e-09,1.912806559134499e-08,3.1591266300139644e-06,3.311671491092483e-07,-0.005717216201542069,2.821127334413673e-06,1.8333285479961001e-06,-0.01883842001164585,0.00030438226320935347,5.471794419435489e-08,8.340685143356145e-09,1.280779337368559e-09,2.4217075016143014e-06,-6.467643086502415e-08
dB/dt tg16,6.792066706771361e-11,2.0908093303320794e-09,1.0940966870686116e-09,-5.214979244783703e-09,3.4479184784817986e-11,-7.109748503670166e-13,-9.093193813153105e-13,-4.643149306225406e-13,-7.009953831073563e-11,-9.841084042499315e-07,-1.1023136907780828e-08,-1.3872616910003574e-09,8.204206970905272e-07,2.0340779362351586e-07,-0.003743058076244364,2.4937599403195856e-06,1.5813104659820684e-06,-0.009202313981382654,0.00019440192094072515,3.823573392375348e-08,8.817922258123647e-09,4.030134973283229e-09,1.3371735325999871e-06,-4.199009175051233e-08
dB/dt tg17,-5.034308165925726e-09,2.77151674672749e-09,4.331577672964999e-09,6.907570610766218e-09,1.376658380658475e-10,2.5159755963495238e-12,2.5423730710036558e-12,3.128320526753945e-11,-4.5922061302131605e-11,-6.65410959266199e-07,-2.9815530234260166e-08,-2.2522100088557725e-08,-1.5946762674642638e-06,1.327634627043714e-07,-0.002376487609826706,2.176334264471477e-06,1.3410356732271955e-06,-0.0008496394646465763,0.0001258473201161977,2.6302347992802385e-08,9.57836153056048e-09,7.029125450478022e-09,4.5802903744606696e-07,-2.7440700108791007e-08
