time(s),signal_pred(V/m2),signal_obs(V/m2),err_obs(V/m2),err_scl(V/m2),rhoa_pred(V/m2),rhoa_obs(V/m2)
5.070000e-06,4.457425921e-06,5.811066667e-04,1.283937778e-07,9.878813333e-05,1.478273523e+03,5.757000000e+01
6.070000e-06,2.152014359e-06,2.306933333e-04,1.130688889e-07,3.921786667e-05,1.779424470e+03,7.889000000e+01
7.080000e-06,1.075699678e-06,9.174888889e-05,1.254053333e-07,1.559731111e-05,2.185955742e+03,1.128900000e+02
8.520000e-06,4.463779463e-07,2.434488889e-05,1.040671111e-07,4.138631111e-06,2.885955802e+03,2.008100000e+02
1.053000e-05,1.601390633e-07,2.476400000e-06,8.200000000e-08,4.209880000e-07,4.015861061e+03,6.470400000e+02
1.255000e-05,3.492280102e-08,-2.624000000e-07,6.332222222e-08,4.460800000e-08,8.273296026e+03,-2.158070000e+03
1.456000e-05,-3.263091541e-08,-1.518093333e-07,5.942266667e-08,2.580758667e-08,-6.757753665e+03,-2.425950000e+03
1.744000e-05,-6.831200666e-08,2.132000000e-07,4.511822222e-08,4.511822222e-08,-3.056670722e+03,1.431740000e+03
2.146000e-05,-6.954821894e-08,4.624800000e-07,3.741022222e-08,7.862160000e-08,-2.137554922e+03,6.043600000e+02
2.549000e-05,-5.902865062e-08,5.027511111e-07,3.259955556e-08,8.546768889e-08,-1.789915479e+03,4.292600000e+02
2.950000e-05,-5.322717357e-08,4.517288889e-07,2.902800000e-08,7.679391111e-08,-1.503252229e+03,3.612000000e+02
3.528000e-05,-4.816211097e-08,3.917777778e-07,2.345200000e-08,6.660222222e-08,-1.192539711e+03,2.949100000e+02
4.330000e-05,-3.775465236e-08,3.218044444e-07,1.947955556e-08,5.470675556e-08,-9.970050138e+02,2.389600000e+02
5.140000e-05,-2.886936485e-08,2.460000000e-07,1.677355556e-08,4.182000000e-08,-8.959026109e+02,2.147700000e+02
5.941000e-05,-2.334622138e-08,2.042711111e-07,1.472173333e-08,3.472608889e-08,-8.108001740e+02,1.910200000e+02
7.095000e-05,-1.820433463e-08,1.710702222e-07,1.285577778e-08,2.908193778e-08,-7.119567530e+02,1.598600000e+02
8.707000e-05,-1.396278110e-08,1.244213333e-07,1.090235556e-08,2.115162667e-08,-6.040347992e+02,1.405200000e+02
