X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
0.000,0.000,0.000,1.458,100.000,0.0,1.0e-06,0.322
0.000,0.000,0.000,5.149,2592.316,0.1,6.2e-04,0.888
0.000,0.000,0.000,4.264,2381.465,0.1,5.8e-04,0.855
0.000,0.000,0.000,7.466,1529.259,0.6,1.0e-06,0.334
0.000,0.000,0.000,0.000,428.236,0.0,1.0e-06,0.098
