time(s),signal_pred(V/m2),signal_obs(V/m2),err_obs(V/m2),err_scl(V/m2),rhoa_pred(V/m2),rhoa_obs(V/m2)
5.070000e-06,7.503809483e-07,5.811066667e-04,1.283937778e-07,2.905533333e-05,4.848674407e+03,5.757000000e+01
6.070000e-06,-4.796527964e-07,2.306933333e-04,1.130688889e-07,1.153466667e-05,-4.840516234e+03,7.889000000e+01
7.080000e-06,-1.098540287e-07,9.174888889e-05,1.254053333e-07,4.587444444e-06,-1.000517597e+04,1.128900000e+02
8.520000e-06,2.352211489e-07,2.434488889e-05,1.040671111e-07,1.217244444e-06,4.423580322e+03,2.008100000e+02
1.053000e-05,-1.622128193e-07,2.476400000e-06,8.200000000e-08,1.238200000e-07,-3.981561421e+03,6.470400000e+02
1.255000e-05,-1.860271842e-07,-2.624000000e-07,6.332222222e-08,1.312000000e-08,-2.712482856e+03,-2.158070000e+03
1.456000e-05,-4.289232341e-08,-1.518093333e-07,5.942266667e-08,7.590466667e-09,-5.631647722e+03,-2.425950000e+03
1.744000e-05,2.748389390e-08,2.132000000e-07,4.511822222e-08,4.511822222e-08,5.608686645e+03,1.431740000e+03
2.146000e-05,-5.745602312e-09,4.624800000e-07,3.741022222e-08,3.741022222e-08,-1.126897068e+04,6.043600000e+02
2.549000e-05,-4.302297633e-08,5.027511111e-07,3.259955556e-08,3.259955556e-08,-2.210077279e+03,4.292600000e+02
2.950000e-05,-3.250488584e-08,4.517288889e-07,2.902800000e-08,2.902800000e-08,-2.088438528e+03,3.612000000e+02
3.528000e-05,9.649802519e-10,3.917777778e-07,2.345200000e-08,2.345200000e-08,1.616581392e+04,2.949100000e+02
4.330000e-05,9.702074455e-10,3.218044444e-07,1.947955556e-08,1.947955556e-08,1.144900972e+04,2.389600000e+02
5.140000e-05,-8.714046511e-09,2.460000000e-07,1.677355556e-08,1.677355556e-08,-1.991005101e+03,2.147700000e+02
5.941000e-05,-9.490208936e-09,2.042711111e-07,1.472173333e-08,1.472173333e-08,-1.477546135e+03,1.910200000e+02
7.095000e-05,-4.914629466e-09,1.710702222e-07,1.285577778e-08,1.285577778e-08,-1.704418739e+03,1.598600000e+02
8.707000e-05,-3.885286450e-10,1.244213333e-07,1.090235556e-08,1.090235556e-08,-6.578010316e+03,1.405200000e+02
