X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
0.000,0.000,0.000,1.807,100.000,0.0,1.0e-06,0.157
0.000,0.000,0.000,4.558,2323.581,0.1,5.9e-04,0.859
0.000,0.000,0.000,4.052,2154.497,0.2,5.5e-04,0.825
0.000,0.000,0.000,6.808,1023.055,0.4,1.0e-06,0.197
0.000,0.000,0.000,0.000,437.110,0.0,1.0e-06,0.099
