X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
0.000,0.000,0.000,1.546,100.000,0.0,1.0e-06,0.211
0.000,0.000,0.000,4.929,2516.250,0.1,6.1e-04,0.880
0.000,0.000,0.000,4.178,2315.959,0.2,5.7e-04,0.845
0.000,0.000,0.000,8.395,1232.547,0.5,1.0e-06,0.292
0.000,0.000,0.000,0.000,417.265,0.0,1.0e-06,0.098
