X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
0.000,0.000,0.000,1.496,100.000,0.0,1.0e-06,0.648
0.000,0.000,0.000,6.054,2731.749,0.1,6.5e-04,0.908
0.000,0.000,0.000,4.924,2497.240,0.1,6.0e-04,0.872
0.000,0.000,0.000,6.802,1656.671,0.6,1.0e-06,0.298
0.000,0.000,0.000,0.000,751.438,0.0,1.0e-06,0.108
