X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
0.000,0.000,0.000,1.390,100.000,0.0,1.0e-06,0.270
0.000,0.000,0.000,4.790,2588.638,0.1,6.1e-04,0.887
0.000,0.000,0.000,4.020,2393.215,0.1,5.8e-04,0.853
0.000,0.000,0.000,7.931,1551.097,0.6,1.0e-06,0.349
0.000,0.000,0.000,0.000,428.606,0.0,1.0e-06,0.098
