X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
0.000,0.000,0.000,1.327,100.000,0.0,1.0e-06,0.339
0.000,0.000,0.000,5.258,2714.806,0.1,6.3e-04,0.895
0.000,0.000,0.000,4.257,2488.875,0.1,5.8e-04,0.859
0.000,0.000,0.000,8.148,1869.172,0.5,1.0e-06,0.303
0.000,0.000,0.000,0.000,543.772,0.0,1.0e-06,0.103
