time(s),signal_pred(V/m2),signal_obs(V/m2),err_obs(V/m2),err_scl(V/m2),rhoa_pred(V/m2),rhoa_obs(V/m2)
5.070000e-06,2.498170766e-05,4.912266667e-04,2.227333333e-07,2.456133333e-05,4.531583361e+02,6.228000000e+01
6.070000e-06,1.433860616e-05,1.859866667e-04,1.778400000e-07,9.299333333e-06,4.860626060e+02,8.806000000e+01
7.080000e-06,9.058654416e-06,7.035600000e-05,1.038613333e-07,3.517800000e-06,5.107951475e+02,1.303200000e+02
8.520000e-06,5.375519294e-06,1.707506667e-05,5.321333333e-08,8.537533333e-07,5.312900864e+02,2.459800000e+02
1.053000e-05,2.958009754e-06,6.914266667e-07,4.279600000e-08,4.279600000e-08,5.558585631e+02,1.464880000e+03
1.255000e-05,1.811792956e-06,-8.441333333e-07,3.842800000e-08,4.220666667e-08,5.752625021e+02,-9.576300000e+02
1.456000e-05,1.207945454e-06,-5.248533333e-07,3.038533333e-08,2.624266667e-08,5.884516878e+02,-1.026240000e+03
1.744000e-05,7.363796319e-07,-1.599693333e-07,2.561866667e-08,7.998466667e-09,6.058512490e+02,-1.676670000e+03
2.146000e-05,4.165753185e-07,1.066520000e-07,2.494266667e-08,2.494266667e-08,6.268535661e+02,1.554220000e+03
2.549000e-05,2.600921827e-07,2.702266667e-07,2.300133333e-08,2.300133333e-08,6.441347486e+02,6.279600000e+02
2.950000e-05,1.738987541e-07,2.561866667e-07,2.119866667e-08,2.119866667e-08,6.603542541e+02,5.100300000e+02
3.528000e-05,1.058136686e-07,2.220400000e-07,2.057466667e-08,2.057466667e-08,6.824997735e+02,4.163500000e+02
4.330000e-05,5.935036089e-08,1.759333333e-07,2.123333333e-08,2.123333333e-08,7.132622681e+02,3.457000000e+02
5.140000e-05,3.630057137e-08,1.198253333e-07,1.937866667e-08,1.937866667e-08,7.438130860e+02,3.354900000e+02
5.941000e-05,2.367924448e-08,1.069293333e-07,2.099066667e-08,2.099066667e-08,7.768434445e+02,2.843700000e+02
7.095000e-05,1.339046114e-08,9.112133333e-08,1.623786667e-08,1.623786667e-08,8.450718428e+02,2.352900000e+02
8.707000e-05,6.947735200e-09,4.186000000e-08,1.725706667e-08,1.725706667e-08,9.303968706e+02,2.809600000e+02
