time(s),signal_pred(V/m2),signal_obs(V/m2),err_obs(V/m2),err_scl(V/m2),rhoa_pred(V/m2),rhoa_obs(V/m2)
5.070000e-06,3.765585753e-06,4.912266667e-04,2.227333333e-07,3.929813333e-05,1.599962093e+03,6.228000000e+01
6.070000e-06,3.486073193e-07,1.859866667e-04,1.778400000e-07,1.487893333e-05,5.791697015e+03,8.806000000e+01
7.080000e-06,1.050834706e-06,7.035600000e-05,1.038613333e-07,5.628480000e-06,2.147498911e+03,1.303200000e+02
8.520000e-06,1.529404137e-06,1.707506667e-05,5.321333333e-08,1.366005333e-06,1.228185093e+03,2.459800000e+02
1.053000e-05,8.921055950e-09,6.914266667e-07,4.279600000e-08,5.531413333e-08,2.662889792e+04,1.464880000e+03
1.255000e-05,-2.543915273e-07,-8.441333333e-07,3.842800000e-08,6.753066667e-08,-2.129462593e+03,-9.576300000e+02
1.456000e-05,5.125114733e-08,-5.248533333e-07,3.038533333e-08,4.198826667e-08,4.837340226e+03,-1.026240000e+03
1.744000e-05,1.800475375e-07,-1.599693333e-07,2.561866667e-08,1.279754667e-08,1.549443444e+03,-1.676670000e+03
2.146000e-05,3.504080820e-08,1.066520000e-07,2.494266667e-08,2.494266667e-08,3.265219499e+03,1.554220000e+03
2.549000e-05,-9.882196476e-08,2.702266667e-07,2.300133333e-08,2.300133333e-08,-1.227889460e+03,6.279600000e+02
2.950000e-05,-7.831217488e-08,2.561866667e-07,2.119866667e-08,2.119866667e-08,-1.123970993e+03,5.100300000e+02
3.528000e-05,1.463791341e-08,2.220400000e-07,2.057466667e-08,2.057466667e-08,2.551590111e+03,4.163500000e+02
4.330000e-05,9.994372640e-09,1.759333333e-07,2.123333333e-08,2.123333333e-08,2.338986962e+03,3.457000000e+02
5.140000e-05,-2.122791967e-08,1.198253333e-07,1.937866667e-08,1.937866667e-08,-1.063655928e+03,3.354900000e+02
5.941000e-05,-2.465645376e-08,1.069293333e-07,2.099066667e-08,2.099066667e-08,-7.561796582e+02,2.843700000e+02
7.095000e-05,-1.175135847e-08,9.112133333e-08,1.623786667e-08,1.623786667e-08,-9.219313946e+02,2.352900000e+02
8.707000e-05,1.315035466e-09,4.186000000e-08,1.725706667e-08,1.725706667e-08,2.822314686e+03,2.809600000e+02
