X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
0.000,0.000,0.000,1.434,100.000,0.0,1.0e-06,0.261
0.000,0.000,0.000,5.136,2595.940,0.1,6.2e-04,0.885
0.000,0.000,0.000,4.301,2392.656,0.1,5.8e-04,0.850
0.000,0.000,0.000,8.292,1584.045,0.6,1.0e-06,0.306
0.000,0.000,0.000,0.000,455.408,0.0,1.0e-06,0.099
