time(s),signal_pred(V/m2),signal_obs(V/m2),err_obs(V/m2),err_scl(V/m2),rhoa_pred(V/m2),rhoa_obs(V/m2)
5.070000e-06,4.096193857e-06,4.912266667e-04,2.227333333e-07,9.824533333e-05,1.512670672e+03,6.228000000e+01
6.070000e-06,2.543251348e-06,1.859866667e-04,1.778400000e-07,3.719733333e-05,1.539704265e+03,8.806000000e+01
7.080000e-06,1.354846492e-06,7.035600000e-05,1.038613333e-07,1.407120000e-05,1.812852612e+03,1.303200000e+02
8.520000e-06,5.592262469e-07,1.707506667e-05,5.321333333e-08,3.415013333e-06,2.401892861e+03,2.459800000e+02
1.053000e-05,4.045282406e-07,6.914266667e-07,4.279600000e-08,1.382853333e-07,2.094103477e+03,1.464880000e+03
1.255000e-05,2.550238830e-07,-8.441333333e-07,3.842800000e-08,1.688266667e-07,2.125941001e+03,-9.576300000e+02
1.456000e-05,9.897314834e-08,-5.248533333e-07,3.038533333e-08,1.049706667e-07,3.119349989e+03,-1.026240000e+03
1.744000e-05,5.527166866e-09,-1.599693333e-07,2.561866667e-08,3.199386667e-08,1.580394350e+04,-1.676670000e+03
2.146000e-05,-6.047215904e-09,1.066520000e-07,2.494266667e-08,2.494266667e-08,-1.053395538e+04,1.554220000e+03
2.549000e-05,4.992394335e-09,2.702266667e-07,2.300133333e-08,5.404533333e-08,8.985088104e+03,6.279600000e+02
2.950000e-05,-4.019231567e-09,2.561866667e-07,2.119866667e-08,5.123733333e-08,-8.138529484e+03,5.100300000e+02
3.528000e-05,-2.301338341e-08,2.220400000e-07,2.057466667e-08,4.440800000e-08,-1.887165742e+03,4.163500000e+02
4.330000e-05,-2.056712335e-08,1.759333333e-07,2.123333333e-08,3.518666667e-08,-1.445714237e+03,3.457000000e+02
5.140000e-05,-1.226359907e-08,1.198253333e-07,1.937866667e-08,2.396506667e-08,-1.533418950e+03,3.354900000e+02
5.941000e-05,-9.417772462e-09,1.069293333e-07,2.099066667e-08,2.138586667e-08,-1.436415019e+03,2.843700000e+02
7.095000e-05,-9.162474295e-09,9.112133333e-08,1.623786667e-08,1.822426667e-08,-1.088300447e+03,2.352900000e+02
8.707000e-05,-9.112764587e-09,4.186000000e-08,1.725706667e-08,1.725706667e-08,-7.764800681e+02,2.809600000e+02
