X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
0.000,0.000,0.000,2.723,100.000,0.0,1.0e-06,0.404
0.000,0.000,0.000,5.716,2352.002,0.1,6.2e-04,0.889
0.000,0.000,0.000,4.875,2173.589,0.2,5.8e-04,0.855
0.000,0.000,0.000,7.865,947.430,0.5,1.0e-06,0.283
0.000,0.000,0.000,0.000,448.220,0.0,1.0e-06,0.098
