time(s),signal_pred(V/m2),signal_obs(V/m2),err_obs(V/m2),err_scl(V/m2),rhoa_pred(V/m2),rhoa_obs(V/m2)
5.070000e-06,4.437998251e-06,4.912266667e-04,2.227333333e-07,8.350853333e-05,1.433969685e+03,6.228000000e+01
6.070000e-06,2.822070126e-06,1.859866667e-04,1.778400000e-07,3.161773333e-05,1.436541910e+03,8.806000000e+01
7.080000e-06,1.429082123e-06,7.035600000e-05,1.038613333e-07,1.196052000e-05,1.749515386e+03,1.303200000e+02
8.520000e-06,5.071629863e-07,1.707506667e-05,5.321333333e-08,2.902761333e-06,2.563580515e+03,2.459800000e+02
1.053000e-05,4.256305707e-07,6.914266667e-07,4.279600000e-08,1.175425333e-07,2.024302878e+03,1.464880000e+03
1.255000e-05,2.787975551e-07,-8.441333333e-07,3.842800000e-08,1.435026667e-07,2.003299134e+03,-9.576300000e+02
1.456000e-05,9.100394951e-08,-5.248533333e-07,3.038533333e-08,8.922506667e-08,3.298897851e+03,-1.026240000e+03
1.744000e-05,-1.652209647e-08,-1.599693333e-07,2.561866667e-08,2.719478667e-08,-7.615944144e+03,-1.676670000e+03
2.146000e-05,-1.722041244e-08,1.066520000e-07,2.494266667e-08,2.494266667e-08,-5.243236229e+03,1.554220000e+03
2.549000e-05,5.230638952e-09,2.702266667e-07,2.300133333e-08,4.593853333e-08,8.710139261e+03,6.279600000e+02
2.950000e-05,-4.531757579e-09,2.561866667e-07,2.119866667e-08,4.355173333e-08,-7.512713845e+03,5.100300000e+02
3.528000e-05,-2.980082894e-08,2.220400000e-07,2.057466667e-08,3.774680000e-08,-1.588466754e+03,4.163500000e+02
4.330000e-05,-2.572205267e-08,1.759333333e-07,2.123333333e-08,2.990866667e-08,-1.245454150e+03,3.457000000e+02
5.140000e-05,-1.401268305e-08,1.198253333e-07,1.937866667e-08,2.037030667e-08,-1.403002967e+03,3.354900000e+02
5.941000e-05,-1.025554144e-08,1.069293333e-07,2.099066667e-08,2.099066667e-08,-1.357082772e+03,2.843700000e+02
7.095000e-05,-1.036517696e-08,9.112133333e-08,1.623786667e-08,1.623786667e-08,-1.002396419e+03,2.352900000e+02
8.707000e-05,-1.080408785e-08,4.186000000e-08,1.725706667e-08,1.725706667e-08,-6.931677384e+02,2.809600000e+02
