time(s),signal_pred(V/m2),signal_obs(V/m2),err_obs(V/m2),err_scl(V/m2),rhoa_pred(V/m2),rhoa_obs(V/m2)
5.070000e-06,3.612415191e-06,4.657777778e-04,5.768888889e-07,7.918222222e-05,1.672873896e+03,6.564000000e+01
6.070000e-06,2.000195565e-06,1.745244444e-04,3.329777778e-07,2.966915556e-05,1.837858698e+03,9.344000000e+01
7.080000e-06,1.291002483e-06,6.421333333e-05,1.806222222e-07,1.091626667e-05,1.904005047e+03,1.408700000e+02
8.520000e-06,7.791105390e-07,1.409955556e-05,7.443555556e-08,2.396924444e-06,1.958286361e+03,2.842400000e+02
1.053000e-05,3.509317173e-07,-3.722666667e-07,4.248888889e-08,6.328533333e-08,2.341419387e+03,-2.251360000e+03
1.255000e-05,1.701205649e-07,-1.237688889e-06,5.520000000e-08,2.104071111e-07,2.832027651e+03,-7.546900000e+02
1.456000e-05,9.856429009e-08,-8.752000000e-07,6.241777778e-08,1.487840000e-07,3.181214007e+03,-7.421600000e+02
1.744000e-05,4.243485606e-08,-2.392888889e-07,2.656000000e-08,4.067911111e-08,4.129989554e+03,-1.303830000e+03
2.146000e-05,-7.708526228e-10,8.145777778e-08,2.728888889e-08,2.728888889e-08,-4.229715377e+04,1.891800000e+03
2.549000e-05,-2.083142568e-08,1.909333333e-07,3.173333333e-08,3.245866667e-08,-3.525704054e+03,8.051400000e+02
2.950000e-05,-2.481632784e-08,2.032000000e-07,3.011555556e-08,3.454400000e-08,-2.459309598e+03,6.052400000e+02
3.528000e-05,-2.167215669e-08,1.848888889e-07,2.801777778e-08,3.143111111e-08,-1.997679721e+03,4.784800000e+02
4.330000e-05,-2.016904759e-08,1.711288889e-07,2.328888889e-08,2.909191111e-08,-1.489606260e+03,3.580600000e+02
5.140000e-05,-1.911072490e-08,1.638933333e-07,2.499555556e-08,2.786186667e-08,-1.160250073e+03,2.769100000e+02
5.941000e-05,-1.693510727e-08,1.236444444e-07,2.615111111e-08,2.615111111e-08,-9.879091802e+02,2.625200000e+02
7.095000e-05,-1.339362525e-08,7.603555556e-08,2.108444444e-08,2.108444444e-08,-8.593211109e+02,2.700000000e+02
8.707000e-05,-9.982877490e-09,3.249777778e-08,2.044444444e-08,2.044444444e-08,-7.431163921e+02,3.383300000e+02
