X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
0.000,0.000,0.000,2.609,100.000,0.0,1.0e-06,0.280
0.000,0.000,0.000,5.195,2317.556,0.1,6.2e-04,0.886
0.000,0.000,0.000,4.448,2141.161,0.2,5.8e-04,0.852
0.000,0.000,0.000,7.463,1199.346,0.6,1.0e-06,0.251
0.000,0.000,0.000,0.000,617.106,0.0,1.0e-06,0.104
