X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
0.000,0.000,0.000,1.660,100.000,0.0,1.0e-06,0.189
0.000,0.000,0.000,4.754,2463.894,0.1,6.0e-04,0.874
0.000,0.000,0.000,4.112,2275.062,0.2,5.7e-04,0.840
0.000,0.000,0.000,7.298,1426.249,0.5,1.0e-06,0.254
0.000,0.000,0.000,0.000,456.982,0.0,1.0e-06,0.099
