X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
0.000,0.000,0.000,1.515,100.000,0.0,1.0e-06,0.254
0.000,0.000,0.000,4.874,2542.028,0.1,6.1e-04,0.881
0.000,0.000,0.000,4.106,2339.034,0.1,5.7e-04,0.847
0.000,0.000,0.000,7.207,1689.250,0.5,1.0e-06,0.263
0.000,0.000,0.000,0.000,525.114,0.0,1.0e-06,0.101
