X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
0.000,0.000,0.000,1.640,100.000,0.0,1.0e-06,0.248
0.000,0.000,0.000,4.867,2473.840,0.1,6.1e-04,0.878
0.000,0.000,0.000,4.156,2290.894,0.1,5.7e-04,0.845
0.000,0.000,0.000,7.840,1566.952,0.5,1.0e-06,0.266
0.000,0.000,0.000,0.000,492.649,0.0,1.0e-06,0.100
