X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
0.000,0.000,0.000,1.988,100.000,0.0,1.0e-06,0.154
0.000,0.000,0.000,4.428,2270.757,0.1,5.8e-04,0.852
0.000,0.000,0.000,3.977,2107.953,0.2,5.5e-04,0.819
0.000,0.000,0.000,7.411,1362.152,0.5,1.0e-06,0.208
0.000,0.000,0.000,0.000,462.105,0.0,1.0e-06,0.099
