,thk_00,thk_01,thk_02,rho0_00,rho0_01,rho0_02,rho0_03,max_pha_00,max_pha_01,max_pha_02,max_pha_03,tau_phi_00,tau_phi_01,tau_phi_02,tau_phi_03,c_00,c_01,c_02,c_03
dB/dt tg01,4.265335189563057e-07,-4.8092795086549803e-08,-3.6436650381814585e-08,4.514074740218003e-09,-3.164680252557169e-10,-4.788124980680929e-10,-3.3251818341872523e-09,-0.0006352458301881985,2.0584853549322397e-06,3.4779025064000386e-06,5.6438830235248434e-05,-1.309010843947245,2.0287724659351162e-05,1.5745897574828535e-05,0.04089899215240781,1.8603931204368057e-07,-8.516177865572319e-08,-4.226731652138369e-07,-5.951952768705447e-06
dB/dt tg02,-2.593294872954521e-07,-3.03441285208898e-08,-2.7907190291718144e-08,9.523932533736918e-09,-1.567589774056463e-10,-2.422850185878236e-10,-2.049631306671912e-09,-0.0003979631920223007,9.601405253709675e-07,1.72819142833657e-06,3.300438335635906e-05,-0.9936443008925194,1.6894807837066543e-05,1.3337712923099307e-05,0.02498026134799597,1.2509074457064218e-06,1.0068538734302276e-08,-1.7886784744510016e-07,-3.6724351943008472e-06
dB/dt tg03,-4.249461641747804e-07,-1.2298625713121152e-08,-9.741546063989038e-09,9.634344218608582e-09,-8.866708185069439e-11,-1.4100811620039056e-10,-1.3514138925536225e-09,-0.00026764698716585033,4.999163595577018e-07,9.801045925234556e-07,2.059605796660917e-05,-0.7586551364448018,1.4522370625162904e-05,1.1554112690880016e-05,0.01633041837403736,1.5593187863985567e-06,4.210603241154176e-08,-8.034555939865232e-08,-2.4220299112798665e-06
dB/dt tg04,-3.922375596999885e-07,-1.1873088090569332e-09,1.6665991606512895e-09,7.67866098925324e-09,-4.740576201428254e-11,-7.777271359166161e-11,-8.261943478770523e-10,-0.00016740665927110178,2.2965503034861227e-07,5.178829891112202e-07,1.172828707787405e-05,-0.5306553296352423,1.2183258801707133e-05,9.723983527883346e-06,0.009864200753427668,1.5322291667436196e-06,5.329478471493187e-08,-2.4463990097733947e-08,-1.4802611608175028e-06
dB/dt tg05,-2.8700296418942216e-07,-3.1192251095613566e-09,-3.3118133442572736e-09,5.228544673021484e-09,-2.1048949668945997e-11,-3.513515864653701e-11,-4.762349867271772e-10,-9.755012923305527e-05,6.378626048619286e-08,2.1299504666735504e-07,6.25038660888905e-06,-0.3442568991816012,1.0049096671538084e-05,8.008813408198673e-06,0.005578755679695598,1.2866915827219582e-06,5.480686248056635e-08,9.500929955311577e-09,-8.528833515246256e-07
dB/dt tg06,-2.0953378076298247e-07,-2.372367548678995e-09,-3.104788157531944e-09,3.685461240402421e-09,-1.0616848202848687e-11,-1.826719429019662e-11,-3.0127049169466384e-10,-6.237567449837028e-05,3.4221173654428765e-09,9.504204324110938e-08,3.6538779127350533e-06,-0.23650236062801114,8.623846154238938e-06,6.841903822485577e-06,0.0034648990744642403,1.037455216488065e-06,5.0357196879131177e-08,1.9392615317051023e-08,-5.389104478370386e-07
dB/dt tg07,-1.5823112508292922e-07,-1.68012759463626e-10,-3.4137228884310974e-10,2.7273523922410095e-09,-6.369395812549906e-12,-1.1589660387572046e-11,-2.0373895867666447e-10,-4.286409230338263e-05,-1.7315652986926116e-08,5.0100815925584934e-08,2.264362628322831e-06,-0.17035906977286652,7.611290710330867e-06,6.0039665767536e-06,0.0023039574177287536,8.351987487931246e-07,4.484100539742558e-08,2.063996625167684e-08,-3.637344415344431e-07
dB/dt tg08,-1.0978280638795822e-07,8.968990771114123e-10,9.71577014529102e-10,1.8598300056983165e-09,-3.273708727610405e-12,-6.5659872952432365e-12,-1.2663527215224732e-10,-2.7123423921477516e-05,-2.9686343150332485e-08,1.8014259343861586e-08,1.240508401940462e-06,-0.11327574878120597,6.574542095984807e-06,5.140662814532565e-06,0.0013973680763042333,6.232228401346605e-07,3.8370244832555543e-08,2.0005581896961072e-08,-2.2536336369245375e-07
dB/dt tg09,-6.873996561672258e-08,4.492055007592103e-10,2.920732824454431e-10,1.1545154362091872e-09,-1.1904619059842887e-12,-2.9143421619021515e-12,-7.414783378906733e-11,-1.6023910708739685e-05,-3.542316886261588e-08,-3.645331551498148e-09,6.212493791825258e-07,-0.07015782953904809,5.594169363372865e-06,4.32072813120313e-06,0.0007905547245835766,4.3113980856901664e-07,3.1794312983698894e-08,1.8326273980516303e-08,-1.3136769971690884e-07
dB/dt tg10,-4.494717297134321e-08,-1.111198381107914e-10,-4.780218244237154e-10,7.561158504481891e-10,-2.597604557608479e-13,-1.164494540379045e-12,-4.7994365750841154e-11,-1.0358228743253825e-05,-3.587645345333016e-08,-1.2813730885540044e-08,3.504672558318541e-07,-0.046805433689833205,4.917258337283548e-06,3.7536044871578203e-06,0.0004948716613303508,3.112993930670515e-07,2.7014525560530642e-08,1.6438548473171435e-08,-8.465171838380487e-08
