,thk_00,thk_01,thk_02,rho0_00,rho0_01,rho0_02,rho0_03,max_pha_00,max_pha_01,max_pha_02,max_pha_03,tau_phi_00,tau_phi_01,tau_phi_02,tau_phi_03,c_00,c_01,c_02,c_03
dB/dt tg01,9.02260670676361e-07,-1.5242961589833273e-07,-1.3358989555160097e-07,-3.2512748084400364e-09,-3.8095726340522717e-10,-5.937159222084324e-10,-6.876271887393427e-09,-0.0006294549476760493,2.4757291868055517e-06,4.2643991601537345e-06,8.824674819677858e-05,-0.37507919629297337,2.759835566530769e-05,2.086439114031999e-05,0.059098556262773806,-4.92601636494037e-07,-1.2088209130496383e-07,-5.830227818693673e-07,-9.313398746740254e-06
dB/dt tg02,-9.148225619726775e-08,-9.815901527814867e-08,-9.186485093648351e-08,6.422379405603118e-09,-1.905360855840963e-10,-3.0920113718302126e-10,-4.299119069896105e-09,-0.00041076556488345604,1.1673831528471733e-06,2.183751578204764e-06,5.274402062624352e-05,-0.3013517975392473,2.2924856107557014e-05,1.7688827506802892e-05,0.03668727790151781,2.4283699586279896e-07,5.607672070239647e-09,-2.608256807435181e-07,-5.829232250383813e-06
dB/dt tg03,-3.6983517826957153e-07,-4.58428526067571e-08,-4.117710644217434e-08,8.527795298111217e-09,-1.1063692228808646e-10,-1.8169784652434089e-10,-2.8737652049372056e-09,-0.000286806154900834,6.275645055143977e-07,1.2532020977644777e-06,3.371600945390694e-05,-0.24185367703585903,1.9661961110823605e-05,1.5327425102340032e-05,0.024357976697786506,5.256583907351019e-07,4.7332773508898104e-08,-1.235176657431146e-07,-3.898341381407795e-06
dB/dt tg04,-4.0323557449095855e-07,-1.2222602208033863e-08,-8.379952485785486e-09,7.780380192626541e-09,-6.112974826629571e-11,-1.001033173421166e-10,-1.7834976132447595e-09,-0.00018790647679035958,3.0329382954293433e-07,6.63441292044137e-07,1.9780415825697277e-05,-0.18038862798299904,1.644840283782032e-05,1.2895762584717347e-05,0.014971983951890073,6.298060938528756e-07,6.292710463559716e-08,-4.261684989176695e-08,-2.4194326513287416e-06
dB/dt tg05,-3.4911269100514684e-07,-1.3775993741084691e-08,-1.348722073952597e-08,6.03258633422428e-09,-2.681846203305816e-11,-4.728156397937224e-11,-1.0398376161094552e-09,-0.00011600304557492191,8.630805482905196e-08,2.893859138589833e-07,1.081247113659981e-05,-0.12656323396812214,1.3518721388943234e-05,1.0608579391916701e-05,0.00859980198062315,6.055713518433289e-07,6.794807285666466e-08,4.487800735123484e-09,-1.4105298368419877e-06
dB/dt tg06,-2.78146852355445e-07,-9.980518364363832e-09,-1.0476354271949143e-08,4.610185226633872e-09,-1.344242221313731e-11,-2.542756386279552e-11,-6.643077170545837e-10,-7.798819071420086e-05,8.215358139175995e-09,1.3772317197998007e-07,6.489655725428098e-06,-0.09315170681581951,1.1563636789881887e-05,9.047885565255898e-06,0.005415328783074737,5.353588725926193e-07,6.323963546055928e-08,1.971060189815616e-08,-9.005084657326678e-07
dB/dt tg07,-2.1762256136604834e-07,-3.16707312334417e-09,-3.252905797963151e-09,3.5768873349319924e-09,-8.384263551483326e-12,-1.5877626062211204e-11,-4.5405006746059036e-10,-5.5916724988450084e-05,-1.6305109756435327e-08,7.336021412993643e-08,4.1609374127188566e-06,-0.07130721015767769,1.0175553605501227e-05,7.92499894638186e-06,0.003652605098925749,4.6378992232003174e-07,5.620661093488842e-08,2.338525392004836e-08,-6.146827555998099e-07
dB/dt tg08,-1.5806100304124758e-07,4.981513645845289e-10,5.676854233002672e-10,2.5788429339316368e-09,-4.545535681959392e-12,-8.80830733374928e-12,-2.8571762410820184e-10,-3.7324688112239684e-05,-3.183631246270289e-08,2.783893768394596e-08,2.395155382204865e-06,-0.05118012483802562,8.755279435029144e-06,6.766533105068525e-06,0.0022551983202014226,3.775964077401141e-07,4.8062095813700385e-08,2.3984896064658392e-08,-3.859486931105754e-07
dB/dt tg09,-1.0745358043767165e-07,-8.482276861062446e-12,-2.007647025710007e-10,1.7280234473536e-09,-1.6683601342465006e-12,-4.0502928638419484e-12,-1.6884911393945088e-10,-2.3481399882134825e-05,-4.108401912558857e-08,-5.218772897415952e-10,1.267888936972626e-06,-0.03468189771323981,7.413525206477655e-06,5.665123690226347e-06,0.001297982454449485,2.8856365463178404e-07,3.998890178496312e-08,2.2395729692701626e-08,-2.2735802721518325e-07
dB/dt tg10,-7.682105801241657e-08,-1.1106991970637483e-09,-1.5146207170187453e-09,1.2188283424123454e-09,-2.894597998179145e-13,-1.8566356691608072e-12,-1.0969703951519671e-10,-1.600066454716857e-05,-4.3257824831372624e-08,-1.2030362391691046e-08,7.468392074774253e-07,-0.024963597677813913,6.488165346659886e-06,4.903006854795469e-06,0.000821820830765927,2.262638642285777e-07,3.4104467618935384e-08,2.0141051157770105e-08,-1.472233426130659e-07
dB/dt tg11,-5.71117897449706e-08,-6.990241900933032e-10,-1.050102804585716e-09,9.051365602928805e-10,1.4328631672424113e-13,-9.368415188386823e-13,-7.568029959656075e-11,-1.1553005591430121e-05,-4.0954125008263515e-08,-1.562949342306429e-08,4.616494461308618e-07,-0.01880883083423345,5.810500854604172e-06,4.344507080291401e-06,0.0005531341257710743,1.821176312626372e-07,2.9436795228432357e-08,1.7783044862668238e-08,-1.011802836409973e-07
dB/dt tg12,-3.927766662458709e-08,4.5122834838862905e-10,2.8096624422815677e-10,6.304622333538673e-10,2.2007601241503973e-13,-4.399186072381164e-13,-4.768374842144277e-11,-7.761090570434542e-06,-3.597073224283897e-08,-1.6089738217354626e-08,2.39906499926112e-07,-0.013248393217626558,5.091712854713558e-06,3.752745613569958e-06,0.00033664995724879624,1.3807277313451462e-07,2.4324041116725726e-08,1.4846252553181894e-08,-6.334386477155585e-08
dB/dt tg13,-2.5434532169224255e-08,4.0268389164716916e-10,2.51880990067068e-10,4.104488197449158e-10,3.877897077260824e-13,-3.917195766946024e-14,-2.8277108517655388e-11,-4.915097044446204e-06,-3.181093605188828e-08,-1.583485979619308e-08,1.0881679915962769e-07,-0.008819225805928598,4.390378154175557e-06,3.177374148443933e-06,0.00019033259890580235,9.914166545582916e-08,1.9631913246756896e-08,1.2045449592155686e-08,-3.7244059800392754e-08
