,thk_00,thk_01,thk_02,rho0_00,rho0_01,rho0_02,rho0_03,max_pha_00,max_pha_01,max_pha_02,max_pha_03,tau_phi_00,tau_phi_01,tau_phi_02,tau_phi_03,c_00,c_01,c_02,c_03
dB/dt tg01,3.9920804200160394e-07,-1.424576638959316e-08,-1.1259457833863574e-08,6.002079403054401e-09,-3.3644298406208755e-10,-4.538115554791129e-10,-2.307235614896167e-09,-0.0006540046664541241,2.1691346920684057e-06,3.3649716142652265e-06,4.517049788329047e-05,-1.5809645702213662,1.8775880392880908e-05,1.3190475506185614e-05,0.033644820742692386,3.959600622934697e-07,-9.971586316631431e-08,-3.991754095996584e-07,-4.643548792631552e-06
dB/dt tg02,-2.619131609069362e-07,-7.435094336974912e-09,-4.922146512480783e-09,1.0409181089767897e-08,-1.62582546711858e-10,-2.4208193446386655e-10,-1.4080232908901365e-09,-0.0004057570416716832,9.91158302061497e-07,1.7639571837409215e-06,2.5928105227800465e-05,-1.1882028030584804,1.5672009294637896e-05,1.1227256880890072e-05,0.020353431027669906,1.5590853669658125e-06,3.7342753665151934e-09,-1.852466813038731e-07,-2.8361322624031146e-06
dB/dt tg03,-4.233424893488926e-07,-2.1987398367924545e-09,-1.730811640064505e-09,1.0200169122525742e-08,-9.228954467554452e-11,-1.3274065895011333e-10,-9.324460001557163e-10,-0.0002704633255575251,5.212217612883879e-07,9.449275037225638e-07,1.630436502132036e-05,-0.8978817149594898,1.3495163817978983e-05,9.754076409819666e-06,0.013347809540694817,1.8629193421377744e-06,3.682884094678972e-08,-7.866727755026558e-08,-1.8789050906658155e-06
dB/dt tg04,-3.864556235321066e-07,7.196039484793207e-10,-7.403229713886287e-11,7.95306653284656e-09,-5.0387177102494003e-11,-6.443425874201587e-11,-5.746079579559578e-10,-0.00016732531236865046,2.493229201955479e-07,4.377478262554785e-07,9.440191445699908e-06,-0.618961560964954,1.1344259044684976e-05,8.229608471300289e-06,0.008113049031886643,1.7803369919123696e-06,4.850449287584239e-08,-1.6924390893404165e-08,-1.1576951786931944e-06
dB/dt tg05,-2.717280156763629e-07,1.2380031160048621e-10,1.258144382011402e-10,5.2457488163258235e-09,-2.1229369029348806e-11,-3.4718682886360467e-11,-3.247495348399526e-10,-9.618949737772505e-05,6.700253879304305e-08,2.1961479377070555e-07,4.823473421299931e-06,-0.3943733546357036,9.378821024739674e-06,6.793284069948529e-06,0.004499708783961669,1.45789651488259e-06,5.2330748307571824e-08,4.002672412731168e-09,-6.537121371913676e-07
dB/dt tg06,-1.9429213979778e-07,1.468708000013734e-10,2.003540848812385e-10,3.6246712598158583e-09,-1.028056804173297e-11,-2.0067940341619756e-11,-2.0335605180909117e-10,-6.080305734612498e-05,3.6427552324684914e-09,1.1483966944079162e-07,2.7465197358482463e-06,-0.2666697192730139,8.064630374524297e-06,5.8127269911842776e-06,0.0027638887861314685,1.1531030228886102e-06,4.858243647495812e-08,1.2344221754245642e-08,-4.0874081975192184e-07
dB/dt tg07,-1.4655254341902356e-07,5.563719296467228e-10,2.9916124454302174e-10,2.6606083886954738e-09,-6.468714895609669e-12,-1.0736504934740959e-11,-1.3875373012826886e-10,-4.1394824622223306e-05,-1.4402090584881802e-08,4.9471270085703766e-08,1.7375555416653786e-06,-0.18944317381627723,7.130171689320431e-06,5.1072176685242805e-06,0.0018509503179346117,9.136591101437463e-07,4.303761582153402e-08,1.714393108175309e-08,-2.7837029800044956e-07
dB/dt tg08,-1.0131693328267612e-07,6.772026213484196e-10,2.954518974423299e-10,1.7965186306868366e-09,-3.560908687307399e-12,-4.667044729411564e-12,-8.703750242559051e-11,-2.5894361733225225e-05,-2.5774703677248878e-08,8.667516320019605e-09,9.765653313046877e-07,-0.12382847122956206,6.1727136605329135e-06,4.3794103997713515e-06,0.0011307957712715332,6.689720785336949e-07,3.6744804965212506e-08,1.838769824301779e-08,-1.7407042156580693e-07
dB/dt tg09,-6.214564758129633e-08,4.3707764994118413e-10,1.8501163339919736e-10,1.0945623516276802e-09,-1.2757452206089398e-12,-2.341387469970635e-12,-5.043520190765893e-11,-1.5097423422588917e-05,-3.306020139321691e-08,-4.4937085685212424e-09,4.7223751916638215e-07,-0.07521366597808002,5.266542977922098e-06,3.6873282183422825e-06,0.0006316667605390063,4.5299077060425374e-07,3.062108151607515e-08,1.601140945427464e-08,-1.003547666542823e-07
dB/dt tg10,-3.942496617487945e-08,2.1757530807594549e-10,9.365031259073519e-11,7.013007350376529e-10,-1.6152898195662582e-13,-1.7811166344357882e-12,-3.18585271089781e-11,-9.654843902825619e-06,-3.4908945627166975e-08,-5.742040667564738e-09,2.3903581942967454e-07,-0.04938419916372249,4.640297548175082e-06,3.208168306201742e-06,0.00038440352268854963,3.2145895903290914e-07,2.6186413924842465e-08,1.3349864774229757e-08,-6.302522503105336e-08
dB/dt tg11,-2.7571136359618154e-08,1.8435625663854712e-10,6.37388629562932e-11,4.909149404633266e-10,1.458809362372204e-13,-1.0242263907537332e-12,-2.176818868835075e-11,-6.606579272668073e-06,-3.292440017160588e-08,-9.122924042086752e-09,1.3142645822160308e-07,-0.03439265073971579,4.180774977975169e-06,2.85672630008831e-06,0.00025332366056141293,2.377208441658751e-07,2.265341669631179e-08,1.1847411690259122e-08,-4.2807758312778666e-08
dB/dt tg12,-1.8889272087230042e-08,2.282785645475156e-10,5.734147758539093e-11,3.316437559358872e-10,1.4364321623652507e-13,-5.782878738680598e-14,-1.392006404478255e-11,-4.16215031576766e-06,-2.8692010132308525e-08,-1.3876088618575226e-08,6.423078280204323e-08,-0.02202223032756832,3.692191531668679e-06,2.4838316060758373e-06,0.00015442221572458382,1.6265235752541863e-07,1.877516483520137e-08,1.0517513945016459e-08,-2.714743915470921e-08
dB/dt tg13,-1.135208086358078e-08,1.6983498710424718e-10,2.8414080149562903e-11,2.0106305973787113e-10,2.715646957608176e-13,1.5085594614343966e-13,-8.193831750716826e-12,-2.4465733437057635e-06,-2.5446016178218895e-08,-1.3157789190168624e-08,1.927665367589897e-08,-0.013145347820605351,3.2137933204788895e-06,2.120350598846522e-06,8.475232740449542e-05,1.0394242215880472e-07,1.5234820889142958e-08,8.53804089828106e-09,-1.578006456997794e-08
dB/dt tg14,-6.87880018753514e-09,1.0056719004917625e-10,3.4312088071274e-12,1.2609022250017483e-10,3.819394410810667e-13,5.364487704381927e-14,-5.171941648854047e-12,-1.5686164245250638e-06,-2.3265918052930607e-08,-1.0849860116802084e-08,-1.323502767984449e-09,-0.00851811878295821,2.8665909851282798e-06,1.8582962708077735e-06,4.948432922731426e-05,7.084451285059207e-08,1.2806312711073427e-08,6.926001792701227e-09,-9.82120207098878e-09
dB/dt tg15,-4.550150634432778e-09,7.319499898461041e-11,-6.800065462426118e-12,8.606323422476275e-11,3.9279211641801483e-13,6.132028817242557e-14,-3.5230421054929e-12,-1.0771642465474653e-06,-2.119633100888092e-08,-9.72502283251607e-09,-8.719552564677063e-09,-0.005891345281213138,2.60397550261335e-06,1.6615661916914709e-06,3.116046654123189e-05,5.100493326266064e-08,1.1003577923084702e-08,5.857371545368982e-09,-6.596577178673502e-09
dB/dt tg16,-2.8301408439306815e-09,6.366282170517933e-11,-1.0576356960251349e-11,5.5096393113871183e-11,3.441359086352688e-13,1.4014067958269162e-13,-2.189163592657384e-12,-6.653729878779925e-07,-1.8467888997911873e-08,-8.972310528957504e-09,-1.0713583249674828e-08,-0.0036600602216426133,2.2993785015165374e-06,1.4356502085791775e-06,1.7290197176082677e-05,3.3243667317294114e-08,8.981285572959975e-09,4.773916070853936e-09,-4.017456652923599e-09
dB/dt tg17,-1.769408521678167e-09,5.883130807957812e-11,-1.1149061540534013e-11,3.5339735910001916e-11,2.830478969445985e-13,2.0144576278509854e-13,-1.3300564652988937e-12,-3.960729303782164e-07,-1.582405487380387e-08,-8.189550494773115e-09,-9.444260942595646e-09,-0.0021847932302833852,2.0049044380183873e-06,1.220445637726591e-06,9.119481577204291e-06,2.082301081540958e-08,7.152961813579738e-09,3.805995705428327e-09,-2.382022917188108e-09
