,thk_00,thk_01,thk_02,rho0_00,rho0_01,rho0_02,rho0_03,max_pha_00,max_pha_01,max_pha_02,max_pha_03,tau_phi_00,tau_phi_01,tau_phi_02,tau_phi_03,c_00,c_01,c_02,c_03
dB/dt tg01,6.341005820816732e-07,-1.1500205041062782e-07,-9.90864417095796e-08,5.085220466269365e-10,-3.460515643974412e-10,-5.352012883527953e-10,-5.5399461307907756e-09,-0.0006218982781935204,2.2581662524262137e-06,3.873105541835902e-06,7.715073788916094e-05,-0.714299701598059,2.378415181273183e-05,1.8211676022724347e-05,0.05295337733105998,-2.748613762635238e-07,-1.0179242758744193e-07,-5.015338209600566e-07,-8.174854183606681e-06
dB/dt tg02,-1.9565982100329663e-07,-7.466994778719813e-08,-7.141578037868067e-08,7.825164218412533e-09,-1.73271139221033e-10,-2.721803648007967e-10,-3.4512338841729353e-09,-0.00039930384801821294,1.0660700313693653e-06,1.9361893174944753e-06,4.588089758060234e-05,-0.5584681497509817,1.9785796610541452e-05,1.543833622164055e-05,0.03273000875935093,5.805436624432467e-07,7.512231860024508e-09,-2.1556557136693408e-07,-5.098145312451626e-06
dB/dt tg03,-4.113460849687604e-07,-3.368127611565428e-08,-2.9959663527255074e-08,8.952228728941245e-09,-9.978297749934145e-11,-1.6184544057806844e-10,-2.29398048137965e-09,-0.0002747278499141014,5.677838472855291e-07,1.1236158687946098e-06,2.9050296129679515e-05,-0.4386443332750954,1.699205594654916e-05,1.3380534998836862e-05,0.02159795249672932,8.86707303928307e-07,4.4179061468206525e-08,-1.0243343696767925e-07,-3.3899495573183103e-06
dB/dt tg04,-4.0829957367401954e-07,-7.54537284383958e-09,-3.270211162483199e-09,7.658378370533166e-09,-5.445003300270233e-11,-9.182625428801196e-11,-1.4142882167313146e-09,-0.00017675515450453567,2.697008273885665e-07,6.131751786364841e-07,1.682934938806127e-05,-0.3187998810941343,1.4238567136181593e-05,1.1264731946132638e-05,0.013179661686996387,9.627516650024812e-07,5.767741414851668e-08,-3.688750872985435e-08,-2.0897863620968715e-06
dB/dt tg05,-3.2825397068051426e-07,-1.0017522841927859e-08,-1.0155535040290842e-08,5.629890595168386e-09,-2.4194309071186287e-11,-4.102337268053633e-11,-8.237988273846946e-10,-0.0001066759226117294,7.777449225960558e-08,2.5093874626490934e-07,9.17440411193233e-06,-0.21684779718657846,1.1726468605953399e-05,9.276853937682307e-06,0.007552582042765578,8.733734700276633e-07,6.09597370456214e-08,7.240329070902143e-09,-1.2170632746220294e-06
dB/dt tg06,-2.5212728997158796e-07,-7.421117775445221e-09,-8.350818219624205e-09,4.165325350292437e-09,-1.2246810788078316e-11,-2.1234414811692404e-11,-5.252893522313902e-10,-7.0310208951909e-05,7.842234177302297e-09,1.1265016053089997e-07,5.4768289068885234e-06,-0.1553420592717274,1.0048914643180524e-05,7.92148121807578e-06,0.004741103937399237,7.442754790893287e-07,5.647075700989527e-08,2.029216695040246e-08,-7.754072272090413e-07
dB/dt tg07,-1.939184118566431e-07,-2.05095923752652e-09,-2.176203498623702e-09,3.166386170546306e-09,-7.51681659129528e-12,-1.3931989847487729e-11,-3.572166095624708e-10,-4.9561455138891326e-05,-1.5454871231126744e-08,6.352882000041668e-08,3.463114143498226e-06,-0.11610804280926319,8.85719649175797e-06,6.946726124222828e-06,0.0031784508437261113,6.266701369929014e-07,5.0300935200186355e-08,2.1795729391555222e-08,-5.265056300378346e-07
dB/dt tg08,-1.3787986954244068e-07,7.709426685719564e-10,9.910461979834764e-10,2.2290514698260993e-09,-3.992107250813254e-12,-8.220314845144973e-12,-2.235148307847724e-10,-3.237491090575233e-05,-2.992659330870951e-08,2.692825880823262e-08,1.9557758582834798e-06,-0.0808538209156621,7.637117602330894e-06,5.941221943747219e-06,0.001948213585928244,4.932240132031023e-07,4.3075886934210086e-08,2.1383112817197247e-08,-3.2861545149222535e-07
dB/dt tg09,-9.071642591815631e-08,1.9841020254712346e-10,6.118098677720583e-11,1.449134526946347e-09,-1.4867135125022205e-12,-3.66542484397917e-12,-1.318774116896982e-10,-1.9849157134527242e-05,-3.7715782412443525e-08,-6.802505660574031e-10,1.0220944171066773e-06,-0.05284961510943221,6.483599022464068e-06,4.985141533891602e-06,0.0011168842888738609,3.625075670019668e-07,3.5797146812211284e-08,2.0160322861351592e-08,-1.9320157321271387e-07
dB/dt tg10,-6.279260641565888e-08,-7.928353197696633e-10,-1.2502190784858092e-09,9.943034267388975e-10,-3.2182738341134706e-13,-1.3659628900462552e-12,-8.587773997446922e-11,-1.3232374863056742e-05,-3.9170759906081844e-08,-1.339819064097502e-08,6.012848484935003e-07,-0.03688419962373052,5.687386094439333e-06,4.3233592802285215e-06,0.0007073485233312915,2.750804956513921e-07,3.048767233048617e-08,1.8474716429080402e-08,-1.2536143668106333e-07
