,thk_00,thk_01,thk_02,rho0_00,rho0_01,rho0_02,rho0_03,max_pha_00,max_pha_01,max_pha_02,max_pha_03,tau_phi_00,tau_phi_01,tau_phi_02,tau_phi_03,c_00,c_01,c_02,c_03
dB/dt tg01,6.808296977677247e-07,-1.2841749088465935e-07,-1.1116629709283595e-07,-2.5937396511468904e-10,-3.4839598560655723e-10,-5.417669299591409e-10,-5.9661994364689375e-09,-0.0006213261629296435,2.282927885140505e-06,3.9173091440453754e-06,8.051058054866379e-05,-0.614361704372072,2.3283778138460033e-05,1.8008375259026497e-05,0.05497062921612528,-3.4099497139579924e-07,-1.0527426736131682e-07,-5.083129261100595e-07,-8.523451381753777e-06
dB/dt tg02,-1.8135195962317713e-07,-8.349361088156098e-08,-7.974711990829123e-08,7.537943356161164e-09,-1.7438671166379556e-10,-2.760651351004311e-10,-3.7225899025077635e-09,-0.00040074100794249646,1.078878576015216e-06,1.9630815577085988e-06,4.798676943158962e-05,-0.4833869906843191,1.9374261169091038e-05,1.527750704834867e-05,0.03403488469800413,4.7526212469264215e-07,4.8729460795914296e-09,-2.1990319287309527e-07,-5.323914820749985e-06
dB/dt tg03,-4.0708182709032164e-07,-3.8054362031237424e-08,-3.393368862823943e-08,8.85430443625182e-09,-1.0090787928260491e-10,-1.645130050932929e-10,-2.4774222069604376e-09,-0.00027685215639165533,5.78974238996409e-07,1.1423171550796382e-06,3.0444381886335067e-05,-0.38177445993432296,1.6641574075385264e-05,1.3247962185447119e-05,0.0224901446559425,7.754638243248558e-07,4.162414417331265e-08,-1.0557124251806751e-07,-3.544526768434759e-06
dB/dt tg04,-4.0989718667781476e-07,-8.98213996307246e-09,-4.363457722245041e-09,7.675683874391035e-09,-5.547659391320267e-11,-9.35383632798822e-11,-1.529379355497866e-09,-0.00017903286570955737,2.7904516169124265e-07,6.252782408202796e-07,1.76782718294185e-05,-0.2794392933271949,1.394740215005274e-05,1.1158615095613036e-05,0.013744704816011463,8.62682906244626e-07,5.541263534429582e-08,-3.900732025673819e-08,-2.187987917205186e-06
dB/dt tg05,-3.361289310663036e-07,-1.1433686488993549e-08,-1.1496842041545277e-08,5.728536837089048e-09,-2.4538138794961434e-11,-4.1876117660515373e-11,-8.921318864787318e-10,-0.00010874862540265117,8.161082579439239e-08,2.5717628528755747e-07,9.663825641313243e-06,-0.19173364157314784,1.1488693487332163e-05,9.193464905816584e-06,0.007890152904715063,7.95439893368847e-07,5.949114876364584e-08,6.05644692221156e-09,-1.276144700204672e-06
dB/dt tg06,-2.6069206612245096e-07,-8.44006507536748e-09,-9.35969878998727e-09,4.276571278578059e-09,-1.2398778607453453e-11,-2.1725598580158746e-11,-5.694986963309163e-10,-7.207941569914898e-05,9.962089441848312e-09,1.1635247065890221e-07,5.7836220701006705e-06,-0.13840759425083285,9.846369127375503e-06,7.852405452606185e-06,0.004960024815197425,6.852074039408641e-07,5.534584040682129e-08,1.953128173618799e-08,-8.13989402151022e-07
dB/dt tg07,-2.0110059987749328e-07,-2.45807347392065e-09,-2.548576938983219e-09,3.2659278748766093e-09,-7.702378010748743e-12,-1.4281546969957578e-11,-3.8761666500412674e-10,-5.105069889111638e-05,-1.332144756909263e-08,6.618128512973783e-08,3.6663439589227284e-06,-0.10415427217214325,8.679470899418947e-06,6.887359748741966e-06,0.0033290381409907055,5.81830115755985e-07,4.9292322245812276e-08,2.122317597641271e-08,-5.532081787334884e-07
dB/dt tg08,-1.4362401534013203e-07,7.102274737175537e-10,9.700899367928304e-10,2.312320346542591e-09,-4.164817733148357e-12,-8.447893562850368e-12,-2.427857613616085e-10,-3.354927176133336e-05,-2.807078041725544e-08,2.8680307844592885e-08,2.0781535269619512e-06,-0.07315383791982434,7.484650664291669e-06,5.891407555976442e-06,0.002043475391726408,4.6254638894245443e-07,4.222691896632663e-08,2.0978219750064018e-08,-3.456608705284638e-07
dB/dt tg09,-9.541449964561748e-08,1.3092520684585304e-10,7.545347729701411e-12,1.5165503776374238e-09,-1.5747772419179358e-12,-3.785567528391569e-12,-1.4339995097806733e-10,-2.071744751009637e-05,-3.659503423339853e-08,2.980280357034741e-10,1.0911353123075037e-06,-0.04830603750139238,6.354895051216833e-06,4.944030798952826e-06,0.0011734519809079164,3.4389556058916514e-07,3.515770189300651e-08,1.9902947827385577e-08,-2.0345843299242205e-07
dB/dt tg10,-6.676321775898794e-08,-9.315024433560354e-10,-1.3952353155869404e-09,1.049798741588095e-09,-3.474990901794148e-13,-1.4272871652413358e-12,-9.345151316738903e-11,-1.3895648857467452e-05,-3.857040325051482e-08,-1.284341154346271e-08,6.44573637139653e-07,-0.03400696874698335,5.575028561174258e-06,4.288078032927686e-06,0.0007441770004486084,2.6347120969955483e-07,2.999503710699082e-08,1.830212092810833e-08,-1.321282056727675e-07
