,thk_00,thk_01,thk_02,rho0_00,rho0_01,rho0_02,rho0_03,max_pha_00,max_pha_01,max_pha_02,max_pha_03,tau_phi_00,tau_phi_01,tau_phi_02,tau_phi_03,c_00,c_01,c_02,c_03
dB/dt tg01,5.890398185781323e-07,-9.524684114217358e-08,-8.087231023746862e-08,1.435476728149274e-09,-3.41040054808092e-10,-5.248032197775179e-10,-4.9031718189554305e-09,-0.0006258114143666913,2.2129665978840336e-06,3.795579076665289e-06,7.198437058763047e-05,-0.8574933313579916,2.3799304613873924e-05,1.8165883184826528e-05,0.0498525799562,-1.7639747760117144e-07,-9.642211262720262e-08,-4.863474654091209e-07,-7.642764971861245e-06
dB/dt tg02,-2.0770924074479059e-07,-6.085755864442944e-08,-5.830794847258781e-08,8.230110218121668e-09,-1.708024692556317e-10,-2.652907210849533e-10,-3.0466364960291814e-09,-0.0003993565204758041,1.0434469353754477e-06,1.88483850330806e-06,4.264962003461727e-05,-0.6651476335960878,1.979305170456595e-05,1.538415328077713e-05,0.030725528050558306,7.359577024175679e-07,1.0095289638634873e-08,-2.061861571093249e-07,-4.753861861880164e-06
dB/dt tg03,-4.131302517829879e-07,-2.719160801748859e-08,-2.393961717896253e-08,9.122989182286988e-09,-9.758569640779865e-11,-1.5747788662511343e-10,-2.020096214833954e-09,-0.0002732164176935224,5.494546248786309e-07,1.0911233269789388e-06,2.689803003473132e-05,-0.5186535988211824,1.6994775986170547e-05,1.332439441421101e-05,0.02022053601455053,1.0485410945760775e-06,4.624717568443067e-08,-9.670172649011789e-08,-3.15321341133215e-06
dB/dt tg04,-4.0379680355370597e-07,-5.891005145200153e-09,-1.9354624705747515e-09,7.668960982029274e-09,-5.260658534878422e-11,-8.940038348194952e-11,-1.2420785637109751e-09,-0.0001745530197546688,2.5535602438879755e-07,5.951938207446159e-07,1.550716321951579e-05,-0.37334891458349784,1.423782728941128e-05,1.121014750759032e-05,0.012301639103841864,1.1054142321763283e-06,5.927967716327597e-08,-3.3838802606636195e-08,-1.9385357257334887e-06
dB/dt tg05,-3.169631734429216e-07,-7.800304125868163e-09,-8.044035563131513e-09,5.531180840518771e-09,-2.3564781215755682e-11,-3.952928105899059e-11,-7.219177613001101e-10,-0.00010442589326145481,7.265502832540246e-08,2.3988575218994725e-07,8.417878079982117e-06,-0.25096577447461244,1.1723589372255235e-05,9.226805903662255e-06,0.007030369716548172,9.819337392520545e-07,6.145332476364864e-08,8.934755834514465e-09,-1.1264524121436802e-06
dB/dt tg06,-2.404550138294675e-07,-5.72962436113406e-09,-6.699448992715155e-09,4.04380213631783e-09,-1.1975921163157042e-11,-2.0285522567150253e-11,-4.594778245957082e-10,-6.830385563260662e-05,5.574473801097791e-09,1.0565666037604209e-07,5.003829337781462e-06,-0.17791108969480296,1.0045156909315285e-05,7.876202049242187e-06,0.004402821477863085,8.247770633356619e-07,5.663414508081374e-08,2.126965394198764e-08,-7.163062955612978e-07
dB/dt tg07,-1.841868401950802e-07,-1.4464167147823882e-09,-1.6094190438260599e-09,3.0533773329120273e-09,-7.215878839497396e-12,-1.336289126792813e-11,-3.1186439354702797e-10,-4.783695645270107e-05,-1.7734961443278808e-08,5.9368636535878706e-08,3.1471275421011616e-06,-0.1317498803044923,8.853102555848896e-06,6.905708280609163e-06,0.002944470508228736,6.864882545798174e-07,5.048183988227851e-08,2.2318146824391057e-08,-4.854077888320061e-07
dB/dt tg08,-1.3017887586469752e-07,7.802608384723768e-10,9.709886020165221e-10,2.132065339428142e-09,-3.727498745390192e-12,-7.91927130485975e-12,-1.9470181408160668e-10,-3.0994847040325604e-05,-3.182314519292219e-08,2.4761252009167616e-08,1.7636406238654686e-06,-0.09068146848429313,7.632944847055656e-06,5.9052969107153964e-06,0.001799338890757694,5.32962651177312e-07,4.3226272827846685e-08,2.1595474301197833e-08,-3.022512872648929e-07
dB/dt tg09,-8.456156525639473e-08,2.773834892263306e-10,1.3051680439301891e-10,1.36991661202931e-09,-1.3652824128736819e-12,-3.493570347393967e-12,-1.1467637292831178e-10,-1.882118833436076e-05,-3.8557185043943714e-08,-1.897044859258421e-09,9.139492891690894e-07,-0.05846270764067627,6.479587169814752e-06,4.954707385785052e-06,0.001028609472753248,3.856461481213666e-07,3.58334988863596e-08,2.0232854040043462e-08,-1.7735969850154887e-07
dB/dt tg10,-5.768987498305029e-08,-5.483194736604511e-10,-1.0025513529842644e-09,9.29119768757114e-10,-3.02036446427899e-13,-1.2421824363377077e-12,-7.461865308333818e-11,-1.2446086725227691e-05,-3.9288039137826716e-08,-1.4267559614873633e-08,5.343606161203956e-07,-0.04032905003091802,5.683607772398027e-06,4.297067954149476e-06,0.0006502763006346558,2.8888234882159885e-07,3.044580191054229e-08,1.8504591351717744e-08,-1.1497360725236495e-07
dB/dt tg11,-4.1696574556119266e-08,-3.2453646031735766e-10,-7.038021622279971e-10,6.714208821295968e-10,8.748913576322626e-14,-5.496755802221513e-13,-5.1335521799627465e-11,-8.757283650192135e-06,-3.718350043566176e-08,-1.6543946626085427e-08,3.2158209803188643e-07,-0.02928389354168802,5.1003050938406775e-06,3.8150685627504485e-06,0.00043501162181788116,2.235289360214951e-07,2.6300018868850736e-08,1.624093003664496e-08,-7.874918907767959e-08
dB/dt tg12,-2.8214436401414337e-08,4.0163987823809377e-10,2.808938030180304e-10,4.571170116029206e-10,2.365527975900889e-13,-4.4125362185888425e-13,-3.1978275074735175e-11,-5.700105881214719e-06,-3.3196998090054275e-08,-1.452749871256643e-08,1.521457251868632e-07,-0.019706785201906298,4.481089010493232e-06,3.304141796651557e-06,0.0002601719768820355,1.6140390195583112e-07,2.182981383586369e-08,1.3240013716131985e-08,-4.868437402623381e-08
dB/dt tg13,-1.757702389159486e-08,3.362115640147164e-10,2.2759770921154003e-10,2.8708349137823954e-10,3.711507635504743e-13,-8.965166401697148e-14,-1.886842435880238e-11,-3.4786003837435732e-06,-2.9315900200356443e-08,-1.4217767879982966e-08,6.052508230711883e-08,-0.012440180217078746,3.876151086555674e-06,2.8068962458486868e-06,0.00014519845867136267,1.0954910573771255e-07,1.7645519392872225e-08,1.0739480056861823e-08,-2.8440880488986083e-08
dB/dt tg14,-1.1566357343495951e-08,5.939087798688079e-11,-1.1094260392899225e-10,1.9058711732743249e-10,4.406645348804761e-13,1.9518320054367002e-13,-1.2348706370211713e-11,-2.300318338735917e-06,-2.639861854884683e-08,-1.4211287857409299e-08,2.723148588205164e-08,-0.00843205500265834,3.438336064318374e-06,2.4491401337142785e-06,9.018718146506222e-05,7.839097173610378e-08,1.4745243176251837e-08,9.083341222584946e-09,-1.844773347828679e-08
dB/dt tg15,-8.098792693173914e-09,1.8096317247697538e-12,-1.6459199124323017e-10,1.3519894980768427e-10,4.419958377608558e-13,2.693371377819539e-13,-8.573998332426545e-12,-1.6205928409972884e-06,-2.3910756846547237e-08,-1.3254850481288972e-08,9.933513371392182e-09,-0.006052609789277758,3.108132940786397e-06,2.1811563131230135e-06,5.942561410463477e-05,5.874058617322787e-08,1.2618591744155517e-08,7.754676511327461e-09,-1.2688537767380118e-08
dB/dt tg16,-5.144684480803336e-09,6.327393832302228e-11,-5.562647914059171e-11,8.810386017625441e-11,4.019077746872969e-13,2.3655420200728784e-13,-5.2743293086810535e-12,-1.0326502248933503e-06,-2.0831790185337542e-08,-1.136865828125319e-08,-3.684631169169242e-09,-0.003936494646625282,2.726523664370255e-06,1.8743035277495022e-06,3.3580050455405764e-05,4.0223160867642033e-08,1.0258673385572752e-08,6.187108398317019e-09,-7.68125364103147e-09
dB/dt tg17,-3.14861710688468e-09,1.2859160651130585e-10,5.7122143010990156e-11,5.606514481826793e-11,3.48511179798462e-13,1.7562539972283815e-13,-3.071984381579536e-12,-6.344999434320302e-07,-1.786449546348695e-08,-9.406938334816707e-09,-1.0228570620955007e-08,-0.0024637596098416267,2.3594806327712668e-06,1.5832172322884511e-06,1.7267694098965318e-05,2.6508539868071116e-08,8.134054687055563e-09,4.767790513422935e-09,-4.3708682033092445e-09
