,thk_00,thk_01,thk_02,rho0_00,rho0_01,rho0_02,rho0_03,max_pha_00,max_pha_01,max_pha_02,max_pha_03,tau_phi_00,tau_phi_01,tau_phi_02,tau_phi_03,c_00,c_01,c_02,c_03
dB/dt tg01,7.918321752386622e-07,-1.4232020900765338e-07,-1.2124560010966806e-07,-1.5898872790676904e-09,-3.604443297482881e-10,-5.631661218063936e-10,-6.29814412911748e-09,-0.0006338152342842438,2.3719525305352163e-06,3.98263523772359e-06,8.270470965566371e-05,-0.7324071991191018,1.930649060236721e-05,1.4955474112556526e-05,0.056403561315486545,-2.9680588955731336e-07,-1.2027066381589803e-07,-5.105818254949568e-07,-8.674825019847038e-06
dB/dt tg02,-1.1543111949190557e-07,-9.392269171565016e-08,-8.512507295513481e-08,6.866244423127325e-09,-1.7856837840393322e-10,-2.9550560888183925e-10,-3.9304736293191065e-09,-0.0004068891499288705,1.1179086313775594e-06,2.060244705531136e-06,4.9274159550027523e-05,-0.5729020745028482,1.610158169308729e-05,1.2767253921026639e-05,0.03493889964963383,5.875248353828218e-07,-8.529975531549062e-09,-2.3502168146198223e-07,-5.419641123889766e-06
dB/dt tg03,-3.5487421329201957e-07,-4.275626605771812e-08,-3.7171591144169185e-08,8.415256208308143e-09,-1.0476582777209945e-10,-1.7232234799258975e-10,-2.6243024395719885e-09,-0.00027985889312131775,6.155626698304517e-07,1.1767524763063423e-06,3.1420482921714656e-05,-0.45003450358084396,1.3854557958154515e-05,1.1117891095448503e-05,0.023163286373113948,9.036668004896338e-07,2.7913273857608614e-08,-1.13355391146513e-07,-3.6201206741425947e-06
dB/dt tg04,-3.6869001450553033e-07,-9.88523742580472e-09,-6.183740769964587e-09,7.3652314303723626e-09,-5.916162927005415e-11,-9.354751745974701e-11,-1.6269007871865141e-09,-0.00017998037241668524,3.133159912074188e-07,6.163372559789645e-07,1.838275166115612e-05,-0.32703975748048314,1.1633787831265307e-05,9.40295793793725e-06,0.014216278516132745,9.829777777299748e-07,4.265987790779885e-08,-4.092882633082011e-08,-2.2441757024105384e-06
dB/dt tg05,-3.112883135418367e-07,-1.317993694769558e-08,-1.235978931871108e-08,5.530568771744288e-09,-2.5465806040959757e-11,-4.533102307312081e-11,-9.468648659536954e-10,-0.00010859669729288234,9.633003631770786e-08,2.7990144583617585e-07,1.0005851048778879e-05,-0.22238616688654977,9.602997883279948e-06,7.777791256755374e-06,0.008145973255270555,8.929518143904188e-07,5.006871484541612e-08,-1.236439530895712e-09,-1.3059882745994076e-06
dB/dt tg06,-2.431148275913026e-07,-9.849365368861623e-09,-9.824836960757089e-09,4.129506021253905e-09,-1.2681707521132883e-11,-2.4831299295335975e-11,-6.041719488198093e-10,-7.15558094973754e-05,1.9255135452316086e-08,1.391921295941417e-07,5.983112400190915e-06,-0.15925580474560405,8.244343251691454e-06,6.662480634950236e-06,0.005120007259276569,7.610988494264267e-07,4.763947090406489e-08,1.2494048811761468e-08,-8.326854701927804e-07
dB/dt tg07,-1.863783920162403e-07,-2.9486337978584757e-09,-2.842583143232042e-09,3.1431451124657747e-09,-8.282003626308325e-12,-1.5238883248186178e-11,-4.1270840543761824e-10,-5.041925902693756e-05,-3.022356644321723e-09,7.463865837564129e-08,3.8246075619767175e-06,-0.1189934902150626,7.277943857077835e-06,5.856919461283406e-06,0.003449469998929614,6.405943717449976e-07,4.240820049861641e-08,1.689132734286768e-08,-5.679929909951352e-07
dB/dt tg08,-1.3223658895784395e-07,7.140734326121708e-10,8.039302258940708e-10,2.215808053614696e-09,-4.802439546753196e-12,-8.28422319604371e-12,-2.5952204996959174e-10,-3.2919514055485734e-05,-1.838298557847069e-08,2.9621622859213553e-08,2.191792367016402e-06,-0.08282595756813468,6.287565548974925e-06,5.023218993166072e-06,0.0021265455752175967,5.039487556626784e-07,3.64037586271756e-08,1.832800104634961e-08,-3.5632487934118664e-07
dB/dt tg09,-8.783263914445245e-08,5.197676270986933e-11,-6.842164672048153e-11,1.4472663913939676e-09,-1.9084496703707425e-12,-3.940066364027153e-12,-1.5319845504214254e-10,-2.017529313670021e-05,-2.9851105659992764e-08,3.599781866065582e-09,1.1523684241658626e-06,-0.05410805787529227,5.350337522759491e-06,4.2280348055888556e-06,0.0012210941090770723,3.70252968072755e-07,3.060891432279099e-08,1.7357369191820054e-08,-2.0963039936578895e-07
dB/dt tg10,-6.165971641721765e-08,-1.1635690477872262e-09,-1.4277331957357232e-09,9.984634430479475e-10,-4.3773097680608127e-13,-2.027308682426587e-12,-9.941842130767031e-11,-1.3446976022355615e-05,-3.4082462310541094e-08,-6.479608496710609e-09,6.738587272253578e-07,-0.037743497554121375,4.70294224247421e-06,3.676267830138139e-06,0.0007713084639444053,2.808841647938792e-07,2.6351405501375768e-08,1.5615258503678776e-08,-1.3556621876310745e-07
dB/dt tg11,-4.50138499795973e-08,-7.476489218554643e-10,-9.889602092809918e-10,7.278332064698833e-10,-2.488744749968549e-14,-1.1081623734574814e-12,-6.854833914991206e-11,-9.523816774541939e-06,-3.269197678259553e-08,-1.056461747648463e-08,4.1333435980220886e-07,-0.027670752099422016,4.228223148544811e-06,3.2710288049011257e-06,0.0005182115049436777,2.196466737534918e-07,2.2822427171854476e-08,1.3908137025504994e-08,-9.309139560714897e-08
dB/dt tg12,-3.0159300306473e-08,4.6000084674419134e-10,3.208006627539718e-10,4.961975415958518e-10,-1.8583441386793323e-14,-4.859437607590216e-13,-4.3185064811870516e-11,-6.246757681736064e-06,-2.8329635518904694e-08,-1.2482605849150806e-08,2.1194172412780918e-07,-0.018840593752376372,3.7239950339415435e-06,2.840693043253314e-06,0.0003148576355343795,1.6061015057560438e-07,1.8868018032053447e-08,1.1820063455131626e-08,-5.824944867505551e-08
dB/dt tg13,-1.900816653472425e-08,4.054738091371617e-10,2.7888527315840985e-10,3.1474881069161357e-10,1.7786067717325277e-13,-9.751395301159904e-14,-2.5593002422005115e-11,-3.847329793050622e-06,-2.5400452686590135e-08,-1.269886056386115e-08,9.36443206010781e-08,-0.012054545355614961,3.231107358109905e-06,2.421115609842588e-06,0.0001774652968158507,1.1061114327266227e-07,1.5311137783515453e-08,9.662703234937912e-09,-3.4209362021287654e-08
dB/dt tg14,-1.2897071916274785e-08,-2.710512708664389e-12,-1.449666217050452e-10,2.1233591910725156e-10,3.486892711360686e-13,7.115402124930974e-14,-1.66595219448785e-11,-2.564288532825902e-06,-2.3534200951629706e-08,-1.2056321732358927e-08,4.5138304560475244e-08,-0.00826187583634155,2.874152584011879e-06,2.1187271966477914e-06,0.00010999399025108293,8.012328724842497e-08,1.2885826892642433e-08,8.079587173256036e-09,-2.2080424033295372e-08
dB/dt tg15,-9.208505656568089e-09,-7.446257689791883e-11,-2.0801067405725008e-10,1.522296622546139e-10,3.794436068597261e-13,1.4109979086435098e-13,-1.1548253912398526e-11,-1.8184579352439485e-06,-2.1517456719421696e-08,-1.12231846895618e-08,2.0633502264193323e-08,-0.005986071277475768,2.6047487633907217e-06,1.8918931518262642e-06,7.264942825292547e-05,6.064944884009502e-08,1.1068188451123692e-08,6.8957619378846086e-09,-1.5171448331060754e-08
dB/dt tg16,-5.889357302037238e-09,4.212334412731319e-11,-6.353440345089176e-11,9.97208446932653e-11,3.3236599382460583e-13,1.7444913279025696e-13,-7.149743817022104e-12,-1.1680243918535296e-06,-1.8699244280199514e-08,-9.990234557893477e-09,2.414001596843049e-09,-0.003939402542434163,2.293113501655485e-06,1.6317333144654003e-06,4.1751247837661364e-05,4.205795500849002e-08,9.01587447815664e-09,5.567558640494143e-09,-9.257877241963623e-09
dB/dt tg17,-3.5801080357160592e-09,1.6111815961727687e-10,8.346863330724352e-11,6.337921665865024e-11,2.677144820180386e-13,1.766722930860451e-13,-4.226837372316195e-12,-7.235948460552591e-07,-1.5940199603135848e-08,-8.649476022410692e-09,-6.5451491480910694e-09,-0.002496516922144934,1.9929270413017425e-06,1.384394148229602e-06,2.228398269186667e-05,2.808570160021195e-08,7.160240323627324e-09,4.363932071042271e-09,-5.363770505095113e-09
