,thk_00,thk_01,thk_02,rho0_00,rho0_01,rho0_02,rho0_03,max_pha_00,max_pha_01,max_pha_02,max_pha_03,tau_phi_00,tau_phi_01,tau_phi_02,tau_phi_03,c_00,c_01,c_02,c_03
dB/dt tg01,7.873356193771136e-07,-1.336468623149235e-07,-1.131119906530724e-07,-1.3931181756088708e-09,-3.6117068392141553e-10,-5.644557781493396e-10,-6.045695898779578e-09,-0.0006357734697405385,2.365524152737188e-06,3.9897401375858956e-06,8.072206093834635e-05,-0.8079147966523906,2.0193395279057097e-05,1.5639924720531577e-05,0.055331690212152264,-2.470683689265408e-07,-1.1960055801644313e-07,-5.157591757168709e-07,-8.467046721837955e-06
dB/dt tg02,-1.1166807111233991e-07,-8.717899454516997e-08,-7.929825660271935e-08,6.927642200652711e-09,-1.7902243952190988e-10,-2.944273060097639e-10,-3.769596192622685e-09,-0.0004068478171653571,1.113909123973084e-06,2.0507394203745063e-06,4.8032036317571e-05,-0.6293543250706269,1.6834575721358596e-05,1.3335652575442414e-05,0.03423979861701348,6.684106097232369e-07,-6.449352624893103e-09,-2.3466342062531167e-07,-5.285102854529886e-06
dB/dt tg03,-3.49209799490505e-07,-3.9771925641485453e-08,-3.443210580557716e-08,8.405394158913497e-09,-1.0460643778314099e-10,-1.7204963946438527e-10,-2.5138250749430357e-09,-0.00027900500360237385,6.095011664089594e-07,1.1730100674741083e-06,3.056783105512131e-05,-0.4925034072853213,1.4480807049256695e-05,1.1603293900193584e-05,0.022669744368928615,9.886220036152327e-07,3.062027029635157e-08,-1.1274596947887941e-07,-3.525922515152957e-06
dB/dt tg04,-3.6214619750882626e-07,-9.409843531453309e-09,-5.500356206763943e-09,7.306712366676763e-09,-5.870288578255243e-11,-9.397396384514176e-11,-1.55618937705366e-09,-0.00017877196267968538,3.0673501452420156e-07,6.177358072533174e-07,1.7837978741392906e-05,-0.35611165943317147,1.2155554106263673e-05,9.805520938227707e-06,0.013891468435005964,1.058413524035995e-06,4.540665933544135e-08,-4.055483734688834e-08,-2.182625135270916e-06
dB/dt tg05,-3.0349978910358955e-07,-1.205067363128618e-08,-1.1401018030221196e-08,5.449822958939835e-09,-2.5359489879877406e-11,-4.49104471892728e-11,-9.052618692002198e-10,-0.00010737597930692292,9.323662753176437e-08,2.7567765260247786e-07,9.698937277614846e-06,-0.24066599368197836,1.0030083330515982e-05,8.104543563057795e-06,0.007953771247935143,9.508168525659083e-07,5.228227553578341e-08,2.523898964182271e-10,-1.2695006375721546e-06
dB/dt tg06,-2.3598358454905777e-07,-8.923575734143302e-09,-9.087035574784112e-09,4.049783792882588e-09,-1.2643172448360134e-11,-2.4370857571245302e-11,-5.772806108486565e-10,-7.046998341947722e-05,1.7186081585243497e-08,1.3489857514255037e-07,5.7911711910718e-06,-0.17140679113816915,8.608528142092896e-06,6.9386035119041506e-06,0.004994959704281493,8.042810190566436e-07,4.9512628642886885e-08,1.399281122382454e-08,-8.089101343836749e-07
dB/dt tg07,-1.8050490436147606e-07,-2.6447661024139824e-09,-2.5776908359854154e-09,3.0714618540388796e-09,-8.17112445314117e-12,-1.5094071761459097e-11,-3.939092623300132e-10,-4.948534340616422e-05,-5.256322886156115e-09,7.26996417899993e-08,3.691577104699547e-06,-0.12745238319591934,7.597603874846907e-06,6.0971570912252355e-06,0.003360766640390092,6.728551693455996e-07,4.407961162968196e-08,1.7953860909618807e-08,-5.511540857310136e-07
dB/dt tg08,-1.2765352684324667e-07,6.859435495283064e-10,8.095284681010471e-10,2.1560422165288283e-09,-4.6723354367524255e-12,-8.303542979865816e-12,-2.4739541009209045e-10,-3.217128030850208e-05,-2.0451527812206154e-08,2.8983116519259132e-08,2.1074415056644364e-06,-0.08817273909722789,6.561775872833693e-06,5.226886929775671e-06,0.0020685669374226785,5.255420436513813e-07,3.782107284306983e-08,1.9087687693672876e-08,-3.453148525978985e-07
dB/dt tg09,-8.430716661930358e-08,8.947228656303078e-11,-3.257041040064624e-11,1.4008097720412578e-09,-1.8331647378074807e-12,-3.901671739909784e-12,-1.4595865423866822e-10,-1.961745927441821e-05,-3.12972595613636e-08,2.703154538592353e-09,1.1046243955642657e-06,-0.05718647664381989,5.58168719720225e-06,4.397318506764426e-06,0.0011865480214942323,3.829678550613219e-07,3.1733942663642135e-08,1.804416626712203e-08,-2.0302296760393536e-07
dB/dt tg10,-5.883195223396938e-08,-1.0147043613030733e-09,-1.320103356722562e-09,9.617779578573995e-10,-4.089271331861891e-13,-1.9167301632286776e-12,-9.473795629161066e-11,-1.3020002793954679e-05,-3.5056990425840366e-08,-7.782292474286155e-09,6.451889511874432e-07,-0.03964766672182007,4.904759626010385e-06,3.821951590083059e-06,0.0007492872032049288,2.8856689134516846e-07,2.726803867291909e-08,1.62785516097896e-08,-1.313076990680373e-07
