,thk_00,thk_01,thk_02,rho0_00,rho0_01,rho0_02,rho0_03,max_pha_00,max_pha_01,max_pha_02,max_pha_03,tau_phi_00,tau_phi_01,tau_phi_02,tau_phi_03,c_00,c_01,c_02,c_03
dB/dt tg01,9.493202108233156e-06,-1.5696330237968406e-07,-1.0259576978775925e-07,-2.609045873069034e-07,-9.823055709299435e-10,-1.409401276111135e-09,-5.697709092029912e-09,-0.0013010360024751772,6.0742794214655736e-06,9.016832977958436e-06,9.748553505000867e-05,-2.379784806803194,1.562130159759049e-05,1.3495991979225801e-05,0.05920028784284888,-1.8633687744757992e-06,-6.555861387745171e-07,-1.4429346982121708e-06,-9.67262902367946e-06
dB/dt tg02,4.204245382295245e-06,-7.910455062173363e-08,-5.241394586535285e-08,-1.0543997824314976e-07,-4.793619479321104e-10,-7.261882150655998e-10,-3.6320787496039684e-09,-0.000815523211096811,2.9184487353162742e-06,4.614282466828527e-06,5.9614833042573855e-05,-1.9063428681048398,1.3378949574116298e-05,1.2613253976222217e-05,0.03756068585202658,1.4227737201613876e-06,-2.7628213932321704e-07,-7.04736042852693e-07,-6.171345902555391e-06
dB/dt tg03,2.072425126029131e-06,-4.366885440780569e-08,-2.9204755965732982e-08,-4.601813830941097e-08,-2.6124402669606417e-10,-4.1248319904626183e-10,-2.4555678195026074e-09,-0.0005469011887362492,1.5562134594330283e-06,2.596614309398691e-06,3.882323015342248e-05,-1.488899743187028,1.1657317562238233e-05,1.1507623949159717e-05,0.025261750576781802,2.545738505947627e-06,-1.1884204990851487e-07,-3.720940255932252e-07,-4.174713827035741e-06
dB/dt tg04,9.442178354082906e-07,-2.183333163239192e-08,-1.4684557573453054e-08,-1.735389406359161e-08,-1.3294385202668142e-10,-2.157530116771358e-10,-1.528713654042629e-09,-0.0003399267417251019,7.616763991641902e-07,1.3356308352401257e-06,2.307773835605311e-05,-1.051942770517951,9.8550515187238e-06,1.0059127857931343e-05,0.015604261700877295,2.787546995139523e-06,-3.346261034038268e-08,-1.699504733478869e-07,-2.5999676786827564e-06
dB/dt tg05,3.5129741609875237e-07,-9.48352047734369e-09,-6.468953656224928e-09,-3.6279242898719925e-09,-5.991061612545513e-11,-1.0102298904043776e-10,-8.832761933657738e-10,-0.00019685678026782537,3.151763770409923e-07,6.045571189557421e-07,1.2565822011113595e-05,-0.6861127445636567,8.151687694108941e-06,8.502027080591292e-06,0.008915536291310599,2.4551592169966512e-06,9.244608756323226e-09,-5.768709676326742e-08,-1.5023324872993012e-06
dB/dt tg06,1.4343790428685841e-07,-4.5938271822626065e-09,-3.208607348748108e-09,3.274167052139759e-10,-3.08028661322999e-11,-5.368416109846823e-11,-5.588235544583398e-10,-0.00012520314192027225,1.413034436074995e-07,3.0592721567676397e-07,7.5247524103585095e-06,-0.47170421703414656,6.988507283868977e-06,7.351746828925063e-06,0.005576784227441687,2.0129385641130496e-06,2.2157213291142052e-08,-1.521028438494739e-08,-9.501437864942476e-07
dB/dt tg07,6.737571896110476e-08,-2.4597482200451064e-09,-1.7790008959287426e-09,1.2351484534054709e-09,-1.7981234513113877e-11,-3.1943650438343203e-11,-3.7947031215328795e-10,-8.560271638458093e-05,6.741368025066839e-08,1.707537989901873e-07,4.859544779248177e-06,-0.3392282013344792,6.152470019862206e-06,6.488293921778871e-06,0.0037448340320600936,1.6299928479276326e-06,2.516297188232399e-08,1.8512688241720007e-09,-6.447615444571353e-07
dB/dt tg08,2.179534207682633e-08,-1.0589149917010877e-09,-8.426993306120358e-10,1.462546919844051e-09,-9.130873406811043e-12,-1.675906787985755e-11,-2.364962503066527e-10,-5.386259447059044e-05,1.8739853294776254e-08,7.81671920027024e-08,2.8259941086272816e-06,-0.2250048012007774,5.291730378267909e-06,5.574717866418252e-06,0.0022968948791763214,1.2203739811484056e-06,2.498194900364522e-08,1.1620872882460293e-08,-4.0130091052338424e-07
dB/dt tg09,1.0680340598603715e-09,-3.194417314214856e-10,-3.4783749633235643e-10,1.2570137826589711e-09,-4.001197569381183e-12,-7.821822083327996e-12,-1.3736743192063644e-10,-3.166343460681865e-05,-6.902604436121501e-09,2.5692464932948586e-08,1.4974588935475186e-06,-0.1389346854772454,4.475236611567195e-06,4.688829862071554e-06,0.0013053196075939572,8.453436156569569e-07,2.2427038934205514e-08,1.5057051377693093e-08,-2.325463623696795e-07
dB/dt tg10,-3.7085954014871313e-09,-5.965479712637431e-11,-1.6975771712900074e-10,9.623919082045663e-10,-1.9376919624026337e-12,-4.0920085033403395e-12,-8.755667654519187e-11,-2.0402418134992802e-05,-1.5345255239347544e-08,5.218547917057628e-09,8.734621214263022e-07,-0.09241986273731219,3.911195050320679e-06,4.068430940645947e-06,0.000814373620793657,6.103000493810944e-07,1.9637434417943118e-08,1.4892421612786808e-08,-1.478158289373055e-07
dB/dt tg11,-4.611778516328682e-09,4.3423469762130576e-11,-9.512089969240572e-11,7.363718463474923e-10,-9.617150131731003e-13,-2.2866695804793713e-12,-5.968306301194834e-11,-1.4042725634677703e-05,-1.8201715707008943e-08,-3.8188721260778986e-09,5.452605486564815e-07,-0.06506858886808264,3.4981707969849318e-06,3.611108043213698e-06,0.0005435555066087067,4.57377394216488e-07,1.7268217829091627e-08,1.3858301635408612e-08,-1.0045564289267269e-07
dB/dt tg12,-4.311978261756296e-09,9.514251446549997e-11,-5.190281640240584e-11,5.190159872893305e-10,-2.9815799315082525e-13,-1.0341713690445236e-12,-3.7372672885859946e-11,-8.899424731299385e-06,-1.8951494166495937e-08,-9.167797156762632e-09,3.006053818333931e-07,-0.04220885571772723,3.0604841934491417e-06,3.124751333340845e-06,0.00033043101191743244,3.175872564948594e-07,1.4576369711552004e-08,1.2159502128579986e-08,-6.261274792527737e-08
dB/dt tg13,-3.2558593992832556e-09,1.0433560870943926e-10,-3.45945812906649e-11,3.3679841947688034e-10,6.39129444148996e-14,-3.12314050122765e-13,-2.183996237631479e-11,-5.274362311927055e-06,-1.7967604131252098e-08,-1.1215439999544607e-08,1.4588146727264657e-07,-0.025563202839515138,2.6341536170255528e-06,2.6506224883357367e-06,0.0001854063814295108,2.0636571449020592e-07,1.1867764405142622e-08,1.0110039726696714e-08,-3.633914603221425e-08
dB/dt tg14,-2.3377583197176307e-09,9.488822098768964e-11,-3.1098576826900276e-11,2.2984832787060998e-10,1.951294971212054e-13,-2.219617800041892e-14,-1.3952651463177226e-11,-3.4093815892614875e-06,-1.6502006332365048e-08,-1.1252683878048642e-08,7.615796008551761e-08,-0.01675725156432061,2.3267287690099918e-06,2.3094498814977677e-06,0.0001137926936896284,1.4259805190939992e-07,9.918648894439247e-09,8.496627912566106e-09,-2.3049045333009545e-08
dB/dt tg15,-1.7112568552642032e-09,8.364204546473136e-11,-3.030416735137011e-11,1.6542923030723892e-10,2.4539770383734304e-13,1.0700635879374327e-13,-9.546752239877296e-12,-2.356540096507899e-06,-1.513885896678298e-08,-1.0743083205320931e-08,4.1441355900201514e-08,-0.011701068208703778,2.095694046312998e-06,2.054091423765589e-06,7.483282467951992e-05,1.0379822182241496e-07,8.48742439567181e-09,7.265175071188964e-09,-1.5655380397783248e-08
dB/dt tg16,-1.0934057813274692e-09,6.849601515075027e-11,-2.9992927483225454e-11,1.0746664901137553e-10,2.638892443185766e-13,1.8338769349291202e-13,-5.859808084202434e-12,-1.4656033306295805e-06,-1.337628662407277e-08,-9.736613710535016e-09,1.640145914173554e-08,-0.007355269966889159,1.8298022882884298e-06,1.7620766174748926e-06,4.326573260098178e-05,6.853077144067073e-08,6.900009276779818e-09,5.867221963869557e-09,-9.500892392941296e-09
dB/dt tg17,-6.294002829333542e-10,5.361872732819423e-11,-2.930505504535902e-11,6.675088349066512e-11,2.542089353094649e-13,2.059722910273763e-13,-3.457713856094334e-12,-8.775098300121607e-07,-1.1580469399956476e-08,-8.503704826483769e-09,3.3802360976144015e-09,-0.004443879413362554,1.5754389461166987e-06,1.4856116668415647e-06,2.3592785320750812e-05,4.3475307607704105e-08,5.46663670334037e-09,4.589617934571839e-09,-5.522186539576134e-09
