X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
0.000,0.000,0.000,1.322,100.000,0.0,1.0e-06,0.534
0.000,0.000,0.000,5.198,2894.441,0.1,6.5e-04,0.903
0.000,0.000,0.000,7.666,2834.859,0.1,6.0e-04,0.875
0.000,0.000,0.000,0.000,1654.773,0.0,1.0e-06,0.116
