,thk_00,thk_01,thk_02,rho0_00,rho0_01,rho0_02,rho0_03,max_pha_00,max_pha_01,max_pha_02,max_pha_03,tau_phi_00,tau_phi_01,tau_phi_02,tau_phi_03,c_00,c_01,c_02,c_03
dB/dt tg01,8.381423881348194e-07,-5.788001415304292e-08,-4.432363507947047e-08,-8.709665207454197e-12,-3.3012364812285636e-10,-5.00809869314953e-10,-3.60513084409525e-09,-0.0006767442732140293,2.140711594981159e-06,3.5699366331401045e-06,6.0306958702901925e-05,-1.6089450502349494,1.7700181096705367e-05,1.4153233781544485e-05,0.04330715721437205,3.453129294355351e-07,-1.0119294788398581e-07,-4.2812301104732e-07,-6.3885605450521675e-06
dB/dt tg02,-4.4052864620410196e-08,-3.0337680822278185e-08,-2.748810828924951e-08,7.708162300031182e-09,-1.6333675074023995e-10,-2.5049680560830795e-10,-2.2211974996173915e-09,-0.000420333906992791,1.0042744954849954e-06,1.7559906989775823e-06,3.526131807075307e-05,-1.2120737737869893,1.4758065824314923e-05,1.2028343322432935e-05,0.026444620526025156,1.5655888555423573e-06,-3.120421936749595e-09,-1.808940622649508e-07,-3.939758774385801e-06
dB/dt tg03,-2.781115350380262e-07,-1.4625187626021008e-08,-1.1542403703203311e-08,8.61192541486088e-09,-9.215828194156532e-11,-1.4668560351849285e-10,-1.4619407056762792e-09,-0.0002803238195106906,5.269879629323356e-07,1.003954770552915e-06,2.19648107575978e-05,-0.9173781474632107,1.269575013155283e-05,1.0442343004074592e-05,0.017257266203709848,1.8898902122407689e-06,3.1054656348697437e-08,-8.40283140871418e-08,-2.5938928167194732e-06
dB/dt tg04,-2.90206264094425e-07,-5.215146869403359e-09,-1.7375218986681259e-09,7.012235602971732e-09,-4.9169943156006486e-11,-8.216481640896344e-11,-8.916168495198606e-10,-0.00017351020581672663,2.46677250054862e-07,5.411047675829598e-07,1.2473976028753205e-05,-0.6334514976920951,1.0658799000000806e-05,8.806305817007783e-06,0.010398542675548812,1.8152334473515973e-06,4.4287366779750376e-08,-2.9104106718864227e-08,-1.5816647229904684e-06
dB/dt tg05,-2.3303067345143065e-07,-2.9172544960535418e-09,-3.040416749008048e-09,4.939983899679331e-09,-2.1967350286978818e-11,-3.6120138290860655e-11,-5.14030424206826e-10,-9.990071589164741e-05,7.534111392541965e-08,2.1763813269438378e-07,6.65421287146465e-06,-0.40436421994419236,8.798137002320185e-06,7.267342351802648e-06,0.0058843152823059245,1.4933129140267063e-06,4.751415187441791e-08,7.12986393293485e-09,-9.113484902453643e-07
dB/dt tg06,-1.753174032479281e-07,-1.5308352434051187e-09,-2.2979769581627298e-09,3.516200128980132e-09,-1.1170740530773511e-11,-1.8431419255953055e-11,-3.2502980556263416e-10,-6.321815467370027e-05,1.2215992778239104e-08,9.587535565012964e-08,3.890398464533977e-06,-0.27383441462863395,7.554576713782473e-06,6.217704665509253e-06,0.0036540308111658545,1.1840925001440084e-06,4.4288884029080146e-08,1.760893581900238e-08,-5.755681654559438e-07
dB/dt tg07,-1.3105979835969396e-07,-2.9520767210793627e-10,-4.0661204117131323e-10,2.5728002349837955e-09,-6.7293630888342335e-12,-1.2034560949304253e-11,-2.1934500122553183e-10,-4.305290914833197e-05,-1.0221421779229501e-08,5.356472167280811e-08,2.4042299701886477e-06,-0.19476537108277325,6.670709823530727e-06,5.462826849422006e-06,0.002424405695610391,9.394827325758544e-07,3.9687919652320205e-08,1.8635899986408685e-08,-3.8771263083019857e-07
dB/dt tg08,-8.995484799818758e-08,3.5170360041723946e-10,5.243013336353494e-10,1.7333442884461164e-09,-3.5002524657334514e-12,-7.071903852647515e-12,-1.3600953550178149e-10,-2.6943852047658726e-05,-2.402042420396551e-08,2.2306113729209947e-08,1.3122349521749575e-06,-0.1274906304456616,5.765478849965409e-06,4.684214390143208e-06,0.0014667227270273695,6.889797652489209e-07,3.413392088824253e-08,1.809836000442144e-08,-2.3968237110564826e-07
dB/dt tg09,-5.6780376044761076e-08,2.998918643820079e-10,1.8463822015777493e-10,1.0760829341922722e-09,-1.3467531495697177e-12,-3.1201770755562843e-12,-7.959892947778983e-11,-1.5728176147646815e-05,-3.083382110830008e-08,-1.2589966099377835e-09,6.571225883441599e-07,-0.07756441375364143,4.909318056556178e-06,3.943911990473748e-06,0.000829693627857826,4.675333752572418e-07,2.8392749258635225e-08,1.6930376008645573e-08,-1.3964929944199154e-07
dB/dt tg10,-3.7803813040617356e-08,1.1320396835669756e-10,-2.614447599166486e-10,7.104268761802304e-10,-3.863851972196554e-13,-1.1340212308608862e-12,-5.15919464403742e-11,-1.0073210317825413e-05,-3.194296283699137e-08,-1.2058152089491393e-08,3.7249566698108897e-07,-0.05099510531818287,4.318134124966639e-06,3.4314300575436198e-06,0.0005205185425823301,3.3240608318239624e-07,2.417620820401704e-08,1.5455693824771758e-08,-9.010053880385872e-08
dB/dt tg11,-2.6635617411254065e-08,1.3303020648617947e-10,-1.807393886827361e-10,5.002029192234813e-10,-2.4275643305162707e-14,-5.165298942586965e-13,-3.5350565570177873e-11,-6.8975771165999384e-06,-3.045561989230268e-08,-1.4118548204378405e-08,2.145480617048358e-07,-0.035552485105835946,3.884688900638332e-06,3.055593944320006e-06,0.0003452879219585435,2.461159375179191e-07,2.0925324691774145e-08,1.3582000365310777e-08,-6.141635431548036e-08
dB/dt tg12,-1.7385016178949506e-08,2.4809322489628816e-10,1.4864402323758782e-10,3.290350762602705e-10,1.2896649017662683e-13,-4.0820346180333797e-13,-2.187382835499892e-11,-4.344307622058905e-06,-2.7353627738714905e-08,-1.249401481262767e-08,9.01169016363748e-08,-0.022792171303674412,3.4242852610254213e-06,2.656881962192395e-06,0.00020350798275504197,1.685528367955422e-07,1.741534938752967e-08,1.1118897803944484e-08,-3.7673446826022857e-08
dB/dt tg13,-1.04315259754021e-08,1.9737969974772855e-10,1.070749414903681e-10,1.9972123265177763e-10,2.6070230790150144e-13,-9.714766960323083e-14,-1.283439544876591e-11,-2.555437046476793e-06,-2.4279541961348777e-08,-1.227083688208861e-08,2.7054967837907248e-08,-0.013623430418306418,2.9741207706161582e-06,2.268338523556893e-06,0.00011176610547143564,1.0787233473486242e-07,1.4119890099489919e-08,9.044425559119981e-09,-2.1847395652111178e-08
dB/dt tg14,-6.667542897079408e-09,1.1389150971904383e-10,-2.8492054259474913e-11,1.2937045177109234e-10,3.2913610764459634e-13,1.519527663528915e-13,-8.381456467593513e-12,-1.6411240371091005e-06,-2.1941523905758326e-08,-1.2278600806114301e-08,6.867612454238279e-09,-0.008837702222137622,2.6479533514243535e-06,1.9883090143653875e-06,6.865273136907275e-05,7.363906426139602e-08,1.1830637647635995e-08,7.662297139994407e-09,-1.4115423076166103e-08
dB/dt tg15,-4.537300169915182e-09,8.36895844086626e-11,-5.5817248416244136e-11,8.980298137765192e-11,3.3696465823981373e-13,2.1844277450692287e-13,-5.805440443342856e-12,-1.1281221471220352e-06,-1.99310901517864e-08,-1.14753711519768e-08,-3.099288290717682e-09,-0.006117819103956551,2.401645072325966e-06,1.778153264270095e-06,4.4663919183195544e-05,5.30766703456596e-08,1.0150392355017322e-08,6.5586153161708615e-09,-9.668245891863253e-09
dB/dt tg16,-2.755010087368267e-09,7.722259387379115e-11,-2.2993512734189396e-11,5.682252070463816e-11,3.097970672684364e-13,1.9299763955073213e-13,-3.5530513620869837e-12,-6.969847352577264e-07,-1.7427217489262712e-08,-9.882201741653289e-09,-1.054351986162212e-08,-0.00380468409764569,2.116507238678486e-06,1.5369064300427213e-06,2.459316619974606e-05,3.462779038973057e-08,8.283090772059455e-09,5.25939786437682e-09,-5.80597968853502e-09
dB/dt tg17,-1.5867228986730887e-09,7.4746865958428e-11,1.3874431109888715e-11,3.502499860006908e-11,2.70236056483871e-13,1.4294592182795055e-13,-2.0536524568678565e-12,-4.1454136657238795e-07,-1.50051437426729e-08,-8.221393669721513e-09,-1.3282247918284216e-08,-0.002273408851391422,1.8415405981587147e-06,1.307190158039673e-06,1.207600069240296e-05,2.1704401534121982e-08,6.5981261601798325e-09,4.080573764146751e-09,-3.2638411559060155e-09
