X,Y,Z,depth(m),rho(Ohmm),mpa(rad),tau_p(s),c()
0.000,0.000,0.000,1.347,100.000,0.0,1.0e-06,0.532
0.000,0.000,0.000,5.125,2837.506,0.1,6.4e-04,0.899
0.000,0.000,0.000,7.673,2797.754,0.1,5.9e-04,0.871
0.000,0.000,0.000,0.000,1656.387,0.0,1.0e-06,0.115
