,thk_00,thk_01,thk_02,rho0_00,rho0_01,rho0_02,rho0_03,max_pha_00,max_pha_01,max_pha_02,max_pha_03,tau_phi_00,tau_phi_01,tau_phi_02,tau_phi_03,c_00,c_01,c_02,c_03
dB/dt tg01,8.989811910305258e-07,-1.2306771783500167e-07,-1.040293913688419e-07,-2.531819216397277e-09,-3.7380608256538056e-10,-5.850423780344291e-10,-5.825904413783478e-09,-0.0006479383316768018,2.4067430189462897e-06,4.1178812949727895e-06,8.045211505623736e-05,-0.8668577691956801,2.339884773380998e-05,1.802626973533666e-05,0.05468489350542996,-2.3269623291199037e-07,-1.2103942797575818e-07,-5.445561584269482e-07,-8.509677919483471e-06
dB/dt tg02,-5.433741959243104e-08,-7.654901958817409e-08,-7.071782835481706e-08,6.562923775049444e-09,-1.8617401131567824e-10,-3.005224622303104e-10,-3.628161814520837e-09,-0.0004138248609426703,1.1344139225812827e-06,2.081599223816003e-06,4.782542947844013e-05,-0.6740819533364545,1.947127361796493e-05,1.5320889876429233e-05,0.03379946471878917,7.240891805578288e-07,-1.6679510572459962e-09,-2.4038042892888476e-07,-5.30510483236525e-06
dB/dt tg03,-3.1456470771875717e-07,-3.584413826609637e-08,-3.113975733252344e-08,8.268412500849016e-09,-1.0744853634659711e-10,-1.768590925661477e-10,-2.4142789405755497e-09,-0.0002832544185097778,6.090354672319598e-07,1.1972753894912469e-06,3.0357166707343474e-05,-0.5264503546648573,1.6723744183535666e-05,1.3299736597215481e-05,0.02233079199723112,1.0543522641053799e-06,3.8455465539208186e-08,-1.1475710808677161e-07,-3.5316447725390128e-06
dB/dt tg04,-3.4074160685151605e-07,-9.98249899950945e-09,-5.757420439131646e-09,7.247211439457916e-09,-5.902940746786441e-11,-9.837023963890943e-11,-1.4905817292390938e-09,-0.00018106632944323812,2.951591609694467e-07,6.4121743565811e-07,1.7652470860958713e-05,-0.37955288058417824,1.4013647430583513e-05,1.1211978858137826e-05,0.013647928995144385,1.1203765902554305e-06,5.401588754662161e-08,-4.1344550973035536e-08,-2.1803902333892696e-06
dB/dt tg05,-2.9055079812054354e-07,-1.0206333628039013e-08,-9.950367864456942e-09,5.44447862161209e-09,-2.595890799428508e-11,-4.5265947036582007e-11,-8.666469697116148e-10,-0.00010845266465112415,8.772525864432979e-08,2.726915196418523e-07,9.598965280440334e-06,-0.2555814453364739,1.1540039580863594e-05,9.24420008699293e-06,0.007810725528937522,1.0008349104983718e-06,5.9318553789741673e-08,4.050267079847364e-09,-1.2675024578989303e-06
dB/dt tg06,-2.2707123862455935e-07,-7.187063736332521e-09,-7.760918914383003e-09,4.052041142583098e-09,-1.3059223322608711e-11,-2.392085891556895e-11,-5.521539607116636e-10,-7.100334168758376e-05,1.266583485407427e-08,1.2734704263232262e-07,5.7270358586501704e-06,-0.18143686455105942,9.887798596694154e-06,7.89956925080688e-06,0.004900979294461953,8.430225903331398e-07,5.5533033042078386e-08,1.830116668319523e-08,-8.069000447962156e-07
dB/dt tg07,-1.738039544642448e-07,-2.2017801023514067e-09,-2.2413213956274347e-09,3.066559577629356e-09,-8.134714779343246e-12,-1.5233935313590308e-11,-3.759534416025631e-10,-4.975326447486897e-05,-1.150497127575136e-08,6.99658016488743e-08,3.637599564462429e-06,-0.13451489322663482,8.713958733172193e-06,6.93124882184771e-06,0.0032904491673723417,7.027479667067868e-07,4.9520918676354324e-08,2.1134887260342532e-08,-5.486226244758916e-07
dB/dt tg08,-1.2288121320505694e-07,4.705556300604171e-10,6.394234286545513e-10,2.1471477595829144e-09,-4.419314068481205e-12,-8.676501205580139e-12,-2.355439920963877e-10,-3.225921212210334e-05,-2.6951641712504382e-08,2.855535500189205e-08,2.066898506266848e-06,-0.09271579109243691,7.512200052470588e-06,5.931477333576382e-06,0.002020279119085136,5.465546219742179e-07,4.246772910740803e-08,2.147190219442834e-08,-3.42907887662819e-07
dB/dt tg09,-8.106419435654428e-08,1.0666975878872393e-10,-3.394197266652825e-11,1.3933430565526587e-09,-1.6728305752362196e-12,-3.947177112340443e-12,-1.3884435082821513e-10,-1.9611593615629734e-05,-3.614628423676569e-08,5.96322198900766e-10,1.0815340929096447e-06,-0.059873531411799324,6.3761538870162064e-06,4.980106382059789e-06,0.001157879254997059,3.9636651883088905e-07,3.5411622201921436e-08,2.026339587218242e-08,-2.0143441115349583e-07
dB/dt tg10,-5.64684461516897e-08,-7.005137441369499e-10,-1.0996233325630923e-09,9.564001456751908e-10,-3.650242083369286e-13,-1.6789147251070044e-12,-9.018448773160544e-11,-1.2984092945610565e-05,-3.847651289390361e-08,-1.1469118290228507e-08,6.332148698612089e-07,-0.041359727232954745,5.592171122363457e-06,4.321223920886346e-06,0.0007318626217866374,2.974819293786275e-07,3.024409115805676e-08,1.8435214410496106e-08,-1.3037415801531784e-07
