time(s),signal_pred(V/m2),signal_obs(V/m2),err_obs(V/m2),err_scl(V/m2),rhoa_pred(V/m2),rhoa_obs(V/m2)
5.070000e-06,1.911028864e-06,5.475777778e-04,1.599546667e-07,4.380622222e-05,2.599956350e+03,5.990000000e+01
6.070000e-06,6.594367932e-07,2.126533333e-04,1.116293333e-07,1.701226667e-05,3.914962006e+03,8.328000000e+01
7.080000e-06,1.989558438e-07,8.280177778e-05,9.111111111e-08,6.624142222e-06,6.733862702e+03,1.208800000e+02
8.520000e-06,3.519474092e-09,2.040888889e-05,4.901777778e-08,1.632711111e-06,7.285169271e+04,2.258700000e+02
1.053000e-05,-6.272255965e-08,1.050875556e-06,4.256711111e-08,8.407004444e-08,-7.501722921e+03,1.145770000e+03
1.255000e-05,-6.784578708e-08,-9.555733333e-07,3.526000000e-08,7.644586667e-08,-5.313769197e+03,-9.115500000e+02
1.456000e-05,-5.923103578e-08,-6.643822222e-07,3.219866667e-08,5.315057778e-08,-4.541391857e+03,-9.067400000e+02
1.744000e-05,-4.627784412e-08,-1.351360000e-07,2.286888889e-08,1.081088000e-08,-3.962761544e+03,-1.939870000e+03
2.146000e-05,-3.225766743e-08,2.050000000e-07,2.483688889e-08,2.483688889e-08,-3.567406921e+03,1.039210000e+03
2.549000e-05,-2.285632851e-08,3.148800000e-07,2.356133333e-08,2.519040000e-08,-3.369277496e+03,5.863700000e+02
2.950000e-05,-1.715723582e-08,3.004844444e-07,2.423555556e-08,2.423555556e-08,-3.197588547e+03,4.741200000e+02
3.528000e-05,-1.233993281e-08,2.820800000e-07,2.224933333e-08,2.256640000e-08,-2.956205786e+03,3.671300000e+02
4.330000e-05,-8.306430570e-09,2.494622222e-07,2.101022222e-08,2.101022222e-08,-2.735697246e+03,2.831700000e+02
5.140000e-05,-5.923409895e-09,1.785048889e-07,2.029955556e-08,2.029955556e-08,-2.575358921e+03,2.659300000e+02
5.941000e-05,-4.534730612e-09,1.083493333e-07,2.137466667e-08,2.137466667e-08,-2.417448538e+03,2.914200000e+02
7.095000e-05,-3.317957459e-09,7.533066667e-08,1.794706667e-08,1.794706667e-08,-2.214740996e+03,2.761800000e+02
8.707000e-05,-2.440457711e-09,8.214577778e-08,1.701226667e-08,1.701226667e-08,-1.932245873e+03,1.853200000e+02
